|CO_MUNICIPIO|NU_ANO_CENSO|CO_ENTIDADE|MEDIA_QTD_ALUNOS_POR_ESCOLA|MEDIA_NU_COMP_PARA_ALUNOS|COMP_POR_ALUNO(%)|NUM_ESCOLAS_INTERNET_MUNIC|MEDIA_SALAS_EXISTENTES|MEDIA_PONTUACAO|IOEB
94|1301308|2015.0|13018329.0|130.11475409836066|5.0983606557377055|4.943037863076309|14.0|2.833333333333333|224.25|3.5
95|1301407|2015.0|13009010.0|259.16|4.72|2.201025476970492|8.0|6.12|380.88|4.1
96|1301506|2015.0|13010042.0|123.70212765957449|1.574468085106383|0.3064681415147184|4.0|2.7872340425531914|173.27659574468086|3.8
97|1301605|2015.0|13005600.0|152.34482758620692|1.1896551724137931|0.7508477755915857|10.0|4.0|241.78181818181815|3.1
98|1301654|2015.0|13010700.0|76.03225806451613|0.7258064516129032|0.5791031588827149|4.0|2.6557377049180326|132.11475409836066|3.8
99|1301704|2015.0|13049968.0|145.33027522935782|3.651376146788991|7.358571326361353|27.0|4.027777777777779|242.26851851851848|3.9
100|1301803|2015.0|13011367.0|106.44680851063828|1.127659574468085|0.5738523038040729|4.0|2.565217391304348|240.1086956521739|3.6
101|1301852|2015.0|13021486.0|313.1333333333333|2.1333333333333333|0.5981137035176893|29.0|6.297297297297297|377.72972972972974|3.2
102|1301902|2015.0|13032887.0|228.56875|3.31875|0.8119579129524706|25.0|4.746835443037975|353.8037974683544|3.6
103|1301951|2015.0|13012096.0|98.6279069767442|1.8139534883720931|0.9029162531790291|7.0|2.452380952380953|132.71428571428572|3.6
104|1302009|2015.0|13035754.0|132.92592592592592|0.5185185185185185|0.4324769338428412|4.0|3.692307692307693|276.3076923076923|4.1
105|1302108|2015.0|13003089.0|114.1904761904762|0.9047619047619048|0.25449101845401845|5.0|2.9268292682926833|269.1707317073171|3.3
106|1302207|2015.0|13012290.0|141.83783783783784|1.5405405405405406|0.29824616731278075|6.0|3.083333333333333|209.97222222222226|3.5
107|1302306|2015.0|13006690.0|96.10204081632654|0.7959183673469388|0.2647661172181927|10.0|2.185567010309278|132.7938144329897|3.3
108|1302405|2015.0|13046829.0|92.55345911949684|1.6289308176100632|0.4654376378866539|16.0|2.1645569620253164|130.5569620253165|3.7
109|1302504|2015.0|13022423.0|236.39520958083835|3.287425149700599|1.6084522836674198|33.0|3.6686746987951806|283.0421686746988|3.9
110|1302553|2015.0|13020358.0|129.33333333333334|2.6666666666666665|1.4957454061616078|3.0|5.590909090909091|265.77272727272725|3.4
111|1302603|2015.0|13025074.0|644.3426212590299|13.427244582043345|3.056406914067924|934.0|11.765803108808289|753.1564766839379|4.1
112|1302702|2015.0|13051261.0|96.4235294117647|1.8588235294117648|1.7063565289876397|15.0|2.648809523809524|159.45833333333334|3.9
113|1302801|2015.0|13003259.0|84.91|0.52|0.19147143955894372|6.0|2.1818181818181817|137.13131313131314|2.9
114|1302900|2015.0|13039482.0|115.73684210526315|1.831578947368421|0.4606003513541359|14.0|2.556149732620321|154.6898395721925|3.4
115|1303007|2015.0|13041096.0|94.76119402985073|1.2238805970149254|0.4207138039487958|4.0|2.6666666666666665|181.0606060606061|3.7
116|1303106|2015.0|13035975.0|150.7605633802817|4.661971830985915|5.180223851221493|10.0|3.914285714285714|306.35714285714283|3.7
117|1303205|2015.0|13000519.0|182.20833333333331|5.875|3.9357890409236496|7.0|5.0|372.4347826086956|4.1
118|1303304|2015.0|13053256.0|94.1917808219178|0.8082191780821918|0.360859607809878|8.0|2.5694444444444446|171.22222222222226|4.0
119|1303403|2015.0|13041924.0|256.0681818181818|5.5|1.4310381639430532|28.0|4.722543352601156|374.7630057803468|4.1
120|1303502|2015.0|13045822.0|74.37333333333333|0.6533333333333333|0.3089456280090677|6.0|2.026666666666667|104.90666666666668|3.3
121|1303536|2015.0|13032143.0|420.27272727272725|8.0|3.758138835374648|8.0|10.1875|619.59375|3.8
122|1303569|2015.0|13032526.0|385.1739130434783|3.4782608695652173|0.8248437726815578|9.0|6.8181818181818175|436.7272727272728|3.4
123|1303601|2015.0|13000829.0|93.81395348837208|1.627906976744186|0.4166008205682297|6.0|3.3095238095238093|198.83333333333331|3.5
124|1303700|2015.0|13007246.0|246.952380952381|1.5238095238095235|0.3006814446093278|7.0|3.825|308.0|3.1
125|1303809|2015.0|13001205.0|75.25882352941177|0.7450980392156863|0.2880083733167892|14.0|2.34251968503937|100.4488188976378|3.4
126|1303908|2015.0|13007556.0|162.88888888888889|1.839506172839506|0.6547804418862315|6.0|3.6075949367088618|232.84810126582283|2.9
127|1303957|2015.0|13044133.0|134.47826086956522|2.652173913043478|1.4709970340338725|5.0|3.772727272727273|243.13636363636363|3.7
128|1304005|2015.0|13036963.0|240.14285714285717|5.285714285714286|1.2221009754927104|6.0|10.076923076923077|573.4615384615385|3.4
