|CO_MUNICIPIO|ANO_CENSO|NUM_COMP_ALUNOS_POR_CIDADE|IOEB
1667|2701704|2015.0|218.0|3.6
1668|2701803|2015.0|84.0|3.5
1669|2701902|2015.0|123.0|3.7
1670|2702009|2015.0|94.0|3.8
1671|2702108|2015.0|67.0|3.7
1672|2702207|2015.0|53.0|3.7
1673|2702306|2015.0|300.0|5.0
1674|2702355|2015.0|307.0|3.4
1675|2702405|2015.0|371.0|3.2
1676|2702504|2015.0|40.0|3.4
1677|2702553|2015.0|44.0|4.1
1678|2702603|2015.0|70.0|3.7
1679|2702702|2015.0|35.0|4.0
1680|2702801|2015.0|70.0|4.0
1681|2702900|2015.0|318.0|3.4
1682|2703007|2015.0|32.0|3.2
1683|2703106|2015.0|57.0|3.8
1684|2703205|2015.0|51.0|4.0
1685|2703304|2015.0|24.0|3.7
1686|2703403|2015.0|72.0|3.3
1687|2703502|2015.0|50.0|3.2
1688|2703601|2015.0|44.0|2.9
1689|2703700|2015.0|66.0|3.8
1690|2703759|2015.0|98.0|4.8
1691|2703809|2015.0|36.0|3.1
1692|2703908|2015.0|74.0|3.7
1693|2704005|2015.0|293.0|3.9
1694|2704104|2015.0|52.0|3.6
1695|2704203|2015.0|118.0|4.0
1696|2704302|2015.0|5633.0|3.6
1697|2704401|2015.0|161.0|3.4
1698|2704500|2015.0|119.0|3.4
1699|2704609|2015.0|41.0|2.8
1700|2704708|2015.0|249.0|3.4
1701|2704807|2015.0|55.0|0.0
1702|2704906|2015.0|26.0|3.8
1703|2705002|2015.0|62.0|3.0
1704|2705101|2015.0|143.0|3.3
1705|2705200|2015.0|104.0|3.9
1706|2705309|2015.0|46.0|3.8
1707|2705408|2015.0|49.0|3.3
1708|2705507|2015.0|55.0|3.3
1709|2705606|2015.0|18.0|3.5
1710|2705705|2015.0|144.0|3.7
1711|2705804|2015.0|116.0|3.6
1712|2705903|2015.0|46.0|3.1
1713|2706000|2015.0|74.0|3.3
1714|2706109|2015.0|139.0|3.1
1715|2706208|2015.0|16.0|3.9
1716|2706307|2015.0|631.0|3.7
1717|2706406|2015.0|218.0|3.1
1718|2706422|2015.0|46.0|4.0
1719|2706448|2015.0|89.0|3.1
1720|2706505|2015.0|69.0|3.3
1721|2706604|2015.0|130.0|3.4
1722|2706703|2015.0|683.0|3.7
1723|2706802|2015.0|143.0|3.5
1724|2706901|2015.0|145.0|3.5
1725|2707008|2015.0|10.0|0.0
1726|2707107|2015.0|248.0|3.6
1727|2707206|2015.0|54.0|3.8
1728|2707305|2015.0|183.0|3.3
1729|2707404|2015.0|70.0|3.3
1730|2707503|2015.0|21.0|3.6
1731|2707602|2015.0|36.0|4.1
1732|2707701|2015.0|293.0|3.3
1733|2707800|2015.0|11.0|3.5
1734|2707909|2015.0|34.0|3.5
1735|2708006|2015.0|419.0|3.2
1736|2708105|2015.0|25.0|3.4
1737|2708204|2015.0|70.0|3.7
1738|2708303|2015.0|101.0|3.8
1739|2708402|2015.0|184.0|3.7
1740|2708501|2015.0|35.0|0.0
1741|2708600|2015.0|376.0|3.9
1742|2708709|2015.0|40.0|3.2
1743|2708808|2015.0|211.0|3.9
1744|2708907|2015.0|237.0|3.0
1745|2708956|2015.0|89.0|3.0
1746|2709004|2015.0|45.0|3.6
1747|2709103|2015.0|43.0|3.9
1748|2709152|2015.0|331.0|3.9
1749|2709202|2015.0|82.0|3.2
1750|2709301|2015.0|243.0|3.4
1751|2709400|2015.0|160.0|3.8
1752|2800100|2015.0|10.0|0.0
1753|2800209|2015.0|17.0|3.7
1754|2800308|2015.0|2829.0|3.8
1755|2800407|2015.0|64.0|3.8
1756|2800506|2015.0|102.0|3.8
1757|2800605|2015.0|27.0|3.3
1758|2800670|2015.0|209.0|4.0
1759|2800704|2015.0|11.0|3.3
1760|2801009|2015.0|122.0|3.8
1761|2801108|2015.0|31.0|3.9
1762|2801207|2015.0|202.0|3.9
1763|2801306|2015.0|82.0|3.5
1764|2801405|2015.0|102.0|3.4
1765|2801504|2015.0|135.0|3.4
1766|2801603|2015.0|24.0|3.7
1767|2801702|2015.0|128.0|3.7
1768|2801900|2015.0|34.0|4.0
1769|2802007|2015.0|30.0|0.0
1770|2802106|2015.0|589.0|3.5
1771|2802205|2015.0|31.0|3.5
1772|2802304|2015.0|58.0|3.1
1773|2802403|2015.0|42.0|3.4
1774|2802502|2015.0|20.0|3.7
1775|2802601|2015.0|22.0|4.1
1776|2802700|2015.0|59.0|3.2
1777|2802809|2015.0|22.0|3.9
1778|2802908|2015.0|682.0|3.9
1779|2803005|2015.0|153.0|3.9
1780|2803104|2015.0|31.0|3.8
1781|2803203|2015.0|68.0|3.5
1782|2803302|2015.0|79.0|3.7
1783|2803401|2015.0|37.0|3.3
1784|2803500|2015.0|902.0|4.1
1785|2803609|2015.0|138.0|3.4
1786|2803708|2015.0|49.0|4.0
1787|2803807|2015.0|49.0|3.9
1788|2803906|2015.0|55.0|3.7
1789|2804003|2015.0|151.0|3.2
1790|2804102|2015.0|58.0|3.9
1791|2804201|2015.0|98.0|3.6
1792|2804300|2015.0|21.0|4.0
1793|2804409|2015.0|86.0|3.5
1794|2804458|2015.0|55.0|3.8
1795|2804508|2015.0|200.0|3.9
1796|2804607|2015.0|156.0|3.4
1797|2804706|2015.0|34.0|3.9
1798|2804805|2015.0|550.0|3.5
1799|2804904|2015.0|18.0|3.2
1800|2805000|2015.0|35.0|0.0
1801|2805109|2015.0|36.0|3.5
1802|2805208|2015.0|23.0|3.5
1803|2805307|2015.0|25.0|3.5
1804|2805406|2015.0|53.0|3.6
1805|2805505|2015.0|113.0|4.3
1806|2805604|2015.0|71.0|3.6
1807|2805703|2015.0|376.0|4.1
1808|2805802|2015.0|82.0|3.6
1809|2805901|2015.0|45.0|3.6
1810|2806008|2015.0|109.0|4.0
1811|2806107|2015.0|42.0|3.6
1812|2806206|2015.0|120.0|3.8
1813|2806305|2015.0|28.0|3.7
1814|2806404|2015.0|14.0|3.3
1815|2806503|2015.0|80.0|3.9
1816|2806602|2015.0|37.0|3.4
1817|2806701|2015.0|389.0|3.4
1818|2806800|2015.0|7.0|3.5
1819|2806909|2015.0|49.0|4.0
1820|2807006|2015.0|32.0|0.0
1821|2807105|2015.0|312.0|3.7
1822|2807204|2015.0|39.0|3.4
1823|2807303|2015.0|11.0|4.1
1824|2807402|2015.0|205.0|3.8
1825|2807501|2015.0|42.0|3.7
1826|2807600|2015.0|93.0|3.4
1827|2900108|2015.0|21.0|4.0
1828|2900207|2015.0|59.0|3.8
1829|2900306|2015.0|168.0|3.3
1830|2900355|2015.0|91.0|3.8
1831|2900405|2015.0|73.0|2.9
1832|2900504|2015.0|106.0|3.5
1833|2900603|2015.0|76.0|3.5
1834|2900702|2015.0|752.0|3.9
1835|2900801|2015.0|171.0|3.5
1836|2900900|2015.0|12.0|3.3
1837|2901007|2015.0|274.0|3.7
1838|2901106|2015.0|169.0|3.6
1839|2901155|2015.0|170.0|4.0
1840|2901205|2015.0|35.0|3.8
1841|2901304|2015.0|199.0|3.6
1842|2901353|2015.0|86.0|3.8
1843|2901403|2015.0|183.0|3.0
1844|2901502|2015.0|40.0|3.8
1845|2901601|2015.0|10.0|3.3
1846|2901700|2015.0|13.0|3.4
1847|2901809|2015.0|199.0|3.6
1848|2901908|2015.0|37.0|3.3
1849|2901957|2015.0|49.0|3.7
1850|2902005|2015.0|138.0|3.2
1851|2902054|2015.0|51.0|3.4
1852|2902104|2015.0|273.0|3.2
1853|2902203|2015.0|30.0|3.5
1854|2902252|2015.0|83.0|2.9
1855|2902302|2015.0|50.0|2.7
1856|2902401|2015.0|20.0|3.0
1857|2902500|2015.0|87.0|3.1
1858|2902609|2015.0|98.0|3.6
1859|2902658|2015.0|112.0|4.0
1860|2902708|2015.0|203.0|3.3
1861|2902807|2015.0|89.0|4.6
1862|2902906|2015.0|143.0|3.9
1863|2903003|2015.0|126.0|4.1
1864|2903102|2015.0|49.0|3.5
1865|2903201|2015.0|960.0|3.8
1866|2903235|2015.0|95.0|4.0
1867|2903276|2015.0|71.0|4.0
1868|2903300|2015.0|10.0|3.7
1869|2903409|2015.0|104.0|2.9
1870|2903508|2015.0|97.0|3.5
1871|2903607|2015.0|34.0|2.9
1872|2903706|2015.0|121.0|4.1
1873|2903805|2015.0|199.0|3.9
1874|2903904|2015.0|434.0|3.5
1875|2903953|2015.0|32.0|3.7
1876|2904001|2015.0|105.0|3.8
1877|2904050|2015.0|159.0|3.4
1878|2904100|2015.0|163.0|3.5
1879|2904209|2015.0|139.0|3.9
1880|2904308|2015.0|60.0|4.0
1881|2904407|2015.0|72.0|2.8
1882|2904506|2015.0|120.0|3.6
1883|2904605|2015.0|301.0|4.3
1884|2904704|2015.0|137.0|2.9
1885|2904753|2015.0|78.0|3.6
1886|2904803|2015.0|83.0|3.3
1887|2904852|2015.0|48.0|3.1
1888|2904902|2015.0|89.0|3.1
1889|2905008|2015.0|165.0|4.5
1890|2905107|2015.0|44.0|3.4
1891|2905156|2015.0|36.0|3.8
1892|2905206|2015.0|395.0|3.9
1893|2905305|2015.0|66.0|3.5
1894|2905404|2015.0|131.0|3.1
1895|2905503|2015.0|36.0|2.4
1896|2905602|2015.0|115.0|3.3
1897|2905701|2015.0|1275.0|3.7
1898|2905800|2015.0|177.0|3.0
1899|2905909|2015.0|41.0|2.9
1900|2906006|2015.0|423.0|3.5
1901|2906105|2015.0|51.0|3.0
1902|2906204|2015.0|63.0|3.3
1903|2906303|2015.0|208.0|3.3
1904|2906402|2015.0|63.0|3.0
1905|2906501|2015.0|439.0|3.0
1906|2906600|2015.0|9.0|4.0
1907|2906709|2015.0|152.0|3.5
1908|2906808|2015.0|77.0|3.1
1909|2906824|2015.0|82.0|2.8
1910|2906857|2015.0|38.0|3.9
1911|2906873|2015.0|160.0|3.6
1912|2906899|2015.0|54.0|3.3
1913|2906907|2015.0|88.0|3.0
1914|2907004|2015.0|3.0|2.9
1915|2907103|2015.0|327.0|3.4
1916|2907202|2015.0|122.0|2.8
1917|2907301|2015.0|252.0|3.8
1918|2907400|2015.0|31.0|4.0
1919|2907509|2015.0|319.0|3.2
1920|2907558|2015.0|40.0|3.3
1921|2907608|2015.0|95.0|3.3
1922|2907707|2015.0|52.0|3.2
1923|2907806|2015.0|192.0|2.8
1924|2907905|2015.0|71.0|3.8
1925|2908002|2015.0|41.0|3.8
1926|2908101|2015.0|129.0|3.3
1927|2908200|2015.0|114.0|3.2
1928|2908309|2015.0|61.0|3.4
1929|2908408|2015.0|448.0|3.8
1930|2908507|2015.0|60.0|3.4
1931|2908606|2015.0|84.0|3.0
1932|2908705|2015.0|53.0|4.3
1933|2908804|2015.0|9.0|4.0
1934|2908903|2015.0|69.0|3.4
1935|2909000|2015.0|76.0|4.6
1936|2909109|2015.0|73.0|3.8
1937|2909208|2015.0|241.0|3.5
1938|2909307|2015.0|209.0|3.6
1939|2909406|2015.0|92.0|3.5
1940|2909505|2015.0|27.0|3.8
1941|2909604|2015.0|30.0|4.2
1942|2909703|2015.0|211.0|4.0
1943|2909802|2015.0|235.0|3.8
1944|2909901|2015.0|129.0|3.4
1945|2910008|2015.0|43.0|2.9
1946|2910057|2015.0|222.0|3.4
1947|2910107|2015.0|62.0|3.6
1948|2910206|2015.0|58.0|4.2
1949|2910305|2015.0|25.0|4.1
1950|2910404|2015.0|140.0|3.9
1951|2910503|2015.0|84.0|3.0
1952|2910602|2015.0|210.0|3.7
1953|2910701|2015.0|376.0|3.5
1954|2910727|2015.0|1151.0|3.5
1955|2910750|2015.0|89.0|4.2
1956|2910776|2015.0|13.0|4.1
1957|2910800|2015.0|2630.0|3.2
1958|2910859|2015.0|112.0|3.1
1959|2910909|2015.0|27.0|3.3
1960|2911006|2015.0|30.0|3.3
1961|2911105|2015.0|217.0|3.5
1962|2911204|2015.0|196.0|3.9
1963|2911253|2015.0|10.0|2.7
1964|2911303|2015.0|36.0|0.0
1965|2911402|2015.0|135.0|3.8
1966|2911501|2015.0|133.0|3.3
1967|2911600|2015.0|243.0|3.6
1968|2911659|2015.0|71.0|4.2
1969|2911709|2015.0|697.0|4.2
1970|2911808|2015.0|32.0|3.4
1971|2911857|2015.0|99.0|3.3
1972|2911907|2015.0|370.0|3.8
1973|2912004|2015.0|75.0|4.3
1974|2912103|2015.0|167.0|3.8
1975|2912202|2015.0|103.0|3.5
1976|2912301|2015.0|105.0|3.1
1977|2912400|2015.0|119.0|3.7
1978|2912509|2015.0|35.0|3.9
1979|2912608|2015.0|37.0|3.2
1980|2912707|2015.0|149.0|3.7
1981|2912806|2015.0|32.0|3.8
1982|2912905|2015.0|83.0|3.2
1983|2913002|2015.0|126.0|3.8
1984|2913101|2015.0|161.0|3.3
1985|2913200|2015.0|138.0|3.7
1986|2913309|2015.0|72.0|3.9
1987|2913408|2015.0|77.0|3.8
1988|2913457|2015.0|44.0|3.1
1989|2913507|2015.0|129.0|4.0
1990|2913606|2015.0|964.0|3.4
1991|2913705|2015.0|102.0|2.8
1992|2913804|2015.0|101.0|3.2
1993|2913903|2015.0|356.0|3.8
1994|2914000|2015.0|333.0|3.3
1995|2914109|2015.0|152.0|3.9
1996|2914208|2015.0|94.0|3.3
1997|2914307|2015.0|134.0|3.5
1998|2914406|2015.0|207.0|4.2
1999|2914505|2015.0|160.0|3.4
2000|2914604|2015.0|661.0|4.2
2001|2914653|2015.0|35.0|3.3
2002|2914703|2015.0|305.0|3.3
2003|2914802|2015.0|1191.0|3.8
2004|2914901|2015.0|29.0|3.1
2005|2915007|2015.0|196.0|3.9
2006|2915106|2015.0|82.0|3.6
2007|2915205|2015.0|140.0|3.2
2008|2915304|2015.0|66.0|3.6
2009|2915353|2015.0|99.0|3.1
2010|2915403|2015.0|34.0|3.2
2011|2915502|2015.0|76.0|3.4
2012|2915601|2015.0|375.0|3.6
2013|2915700|2015.0|92.0|2.8
2014|2915809|2015.0|278.0|3.0
2015|2915908|2015.0|40.0|3.0
2016|2916005|2015.0|285.0|4.2
2017|2916104|2015.0|68.0|2.8
2018|2916203|2015.0|34.0|3.2
2019|2916302|2015.0|9.0|3.0
2020|2916401|2015.0|354.0|3.8
2021|2916500|2015.0|77.0|3.5
2022|2916609|2015.0|148.0|3.6
2023|2916708|2015.0|24.0|3.4
2024|2916807|2015.0|157.0|3.8
2025|2916856|2015.0|111.0|3.7
2026|2916906|2015.0|66.0|3.3
2027|2917003|2015.0|143.0|3.0
2028|2917102|2015.0|273.0|3.9
2029|2917201|2015.0|39.0|3.9
2030|2917300|2015.0|134.0|3.4
2031|2917334|2015.0|30.0|3.5
2032|2917359|2015.0|14.0|4.0
2033|2917409|2015.0|60.0|4.6
2034|2917508|2015.0|387.0|3.5
2035|2917607|2015.0|205.0|3.7
2036|2917706|2015.0|249.0|3.7
2037|2917805|2015.0|27.0|3.1
2038|2917904|2015.0|124.0|3.7
2039|2918001|2015.0|684.0|3.2
2040|2918100|2015.0|87.0|3.5
2041|2918209|2015.0|62.0|3.7
2042|2918308|2015.0|14.0|3.0
2043|2918357|2015.0|150.0|3.8
2044|2918407|2015.0|1535.0|3.9
2045|2918456|2015.0|11.0|2.9
2046|2918506|2015.0|175.0|3.6
2047|2918555|2015.0|28.0|3.5
2048|2918605|2015.0|31.0|3.7
2049|2918704|2015.0|51.0|4.0
2050|2918753|2015.0|70.0|4.2
2051|2918803|2015.0|73.0|3.8
2052|2918902|2015.0|38.0|4.3
2053|2919009|2015.0|43.0|0.0
2054|2919058|2015.0|30.0|3.5
2055|2919108|2015.0|19.0|2.8
2056|2919157|2015.0|217.0|3.5
2057|2919207|2015.0|1303.0|3.8
2058|2919306|2015.0|37.0|3.0
2059|2919405|2015.0|95.0|4.3
2060|2919504|2015.0|106.0|3.6
2061|2919553|2015.0|341.0|4.1
2062|2919603|2015.0|76.0|4.0
2063|2919702|2015.0|170.0|4.3
2064|2919801|2015.0|130.0|3.8
2065|2919900|2015.0|29.0|0.0
2066|2919926|2015.0|139.0|3.7
2067|2919959|2015.0|61.0|4.0
2068|2920007|2015.0|24.0|3.3
2069|2920106|2015.0|75.0|3.9
2070|2920205|2015.0|104.0|3.4
2071|2920304|2015.0|60.0|4.8
2072|2920403|2015.0|75.0|3.2
2073|2920452|2015.0|119.0|3.7
2074|2920502|2015.0|157.0|3.8
2075|2920601|2015.0|129.0|3.3
2076|2920700|2015.0|63.0|3.1
2077|2920809|2015.0|88.0|4.1
2078|2920908|2015.0|58.0|3.5
2079|2921005|2015.0|251.0|4.3
2080|2921054|2015.0|25.0|4.2
2081|2921104|2015.0|291.0|4.0
2082|2921203|2015.0|63.0|3.3
2083|2921302|2015.0|76.0|2.9
2084|2921401|2015.0|43.0|3.6
2085|2921450|2015.0|66.0|4.7
2086|2921500|2015.0|107.0|3.2
2087|2921609|2015.0|30.0|2.9
2088|2921708|2015.0|135.0|3.1
2089|2921807|2015.0|28.0|4.4
2090|2921906|2015.0|111.0|4.1
2091|2922003|2015.0|190.0|3.6
2092|2922052|2015.0|75.0|3.4
2093|2922102|2015.0|151.0|3.7
2094|2922201|2015.0|34.0|3.5
2095|2922250|2015.0|131.0|3.1
2096|2922300|2015.0|65.0|3.4
2097|2922409|2015.0|199.0|3.6
2098|2922508|2015.0|280.0|3.4
2099|2922607|2015.0|35.0|3.3
2100|2922656|2015.0|0.0|3.5
2101|2922706|2015.0|74.0|3.2
2102|2922730|2015.0|85.0|3.8
2103|2922755|2015.0|81.0|3.8
2104|2922805|2015.0|29.0|3.6
2105|2922854|2015.0|44.0|3.3
2106|2922904|2015.0|199.0|3.8
2107|2923001|2015.0|345.0|3.9
2108|2923035|2015.0|29.0|4.0
2109|2923050|2015.0|15.0|3.4
2110|2923100|2015.0|36.0|3.1
2111|2923209|2015.0|83.0|3.4
2112|2923308|2015.0|69.0|3.5
2113|2923357|2015.0|124.0|3.2
2114|2923407|2015.0|188.0|3.8
2115|2923506|2015.0|71.0|3.9
2116|2923605|2015.0|197.0|3.8
2117|2923704|2015.0|195.0|2.8
2118|2923803|2015.0|437.0|4.0
2119|2923902|2015.0|73.0|3.3
2120|2924009|2015.0|608.0|3.7
2121|2924058|2015.0|107.0|3.9
2122|2924108|2015.0|31.0|3.8
2123|2924207|2015.0|47.0|3.1
2124|2924306|2015.0|20.0|3.9
2125|2924405|2015.0|10.0|0.0
2126|2924504|2015.0|43.0|4.1
2127|2924603|2015.0|107.0|3.7
2128|2924652|2015.0|91.0|3.6
2129|2924678|2015.0|16.0|3.0
2130|2924702|2015.0|34.0|4.0
2131|2924801|2015.0|72.0|3.4
2132|2924900|2015.0|35.0|0.0
2133|2925006|2015.0|40.0|3.6
2134|2925105|2015.0|337.0|3.7
2135|2925204|2015.0|107.0|3.6
2136|2925253|2015.0|110.0|2.8
2137|2925303|2015.0|685.0|3.6
2138|2925402|2015.0|125.0|3.4
2139|2925501|2015.0|112.0|3.4
2140|2925600|2015.0|136.0|3.7
2141|2925709|2015.0|68.0|4.0
2142|2925758|2015.0|253.0|3.5
2143|2925808|2015.0|157.0|3.4
2144|2925907|2015.0|169.0|3.5
2145|2925931|2015.0|23.0|3.0
2146|2925956|2015.0|177.0|3.6
2147|2926004|2015.0|242.0|3.2
2148|2926103|2015.0|47.0|3.6
2149|2926202|2015.0|227.0|2.9
2150|2926301|2015.0|95.0|3.6
2151|2926400|2015.0|127.0|3.9
2152|2926509|2015.0|83.0|3.6
2153|2926608|2015.0|231.0|4.2
2154|2926657|2015.0|85.0|3.5
2155|2926707|2015.0|112.0|3.9
2156|2926806|2015.0|130.0|4.0
2157|2926905|2015.0|56.0|3.8
2158|2927002|2015.0|151.0|3.8
2159|2927101|2015.0|67.0|3.3
2160|2927200|2015.0|217.0|3.2
2161|2927309|2015.0|104.0|3.3
2162|2927408|2015.0|11665.0|3.6
2163|2927507|2015.0|39.0|3.2
2164|2927606|2015.0|10.0|3.4
2165|2927705|2015.0|24.0|3.0
2166|2927804|2015.0|52.0|3.2
2167|2927903|2015.0|53.0|3.2
2168|2928000|2015.0|226.0|3.6
2169|2928059|2015.0|2.0|3.0
2170|2928109|2015.0|277.0|3.5
2171|2928208|2015.0|96.0|3.7
2172|2928307|2015.0|23.0|3.5
2173|2928406|2015.0|67.0|3.5
2174|2928505|2015.0|35.0|3.2
2175|2928604|2015.0|591.0|3.2
2176|2928703|2015.0|378.0|3.8
2177|2928802|2015.0|272.0|3.3
2178|2928901|2015.0|112.0|3.8
2179|2928950|2015.0|49.0|4.0
2180|2929008|2015.0|82.0|3.3
2181|2929057|2015.0|74.0|3.6
2182|2929107|2015.0|75.0|3.9
2183|2929206|2015.0|88.0|3.1
2184|2929255|2015.0|219.0|3.9
2185|2929305|2015.0|103.0|3.1
2186|2929354|2015.0|43.0|3.1
2187|2929370|2015.0|57.0|0.0
2188|2929404|2015.0|35.0|3.7
2189|2929503|2015.0|233.0|3.4
2190|2929602|2015.0|57.0|3.0
2191|2929701|2015.0|37.0|3.5
2192|2929750|2015.0|71.0|2.9
2193|2929800|2015.0|152.0|2.7
2194|2929909|2015.0|351.0|3.9
2195|2930006|2015.0|81.0|4.2
2196|2930105|2015.0|740.0|3.2
2197|2930154|2015.0|267.0|3.4
2198|2930204|2015.0|184.0|3.2
2199|2930303|2015.0|125.0|4.1
2200|2930402|2015.0|93.0|3.3
2201|2930501|2015.0|547.0|2.9
2202|2930600|2015.0|39.0|3.8
2203|2930709|2015.0|984.0|3.1
2204|2930758|2015.0|21.0|3.2
2205|2930766|2015.0|105.0|3.4
2206|2930774|2015.0|126.0|3.4
2207|2930808|2015.0|46.0|4.4
2208|2930907|2015.0|10.0|3.4
2209|2931004|2015.0|222.0|3.7
2210|2931053|2015.0|125.0|4.1
2211|2931103|2015.0|62.0|3.3
2212|2931202|2015.0|20.0|3.2
2213|2931301|2015.0|100.0|4.1
2214|2931350|2015.0|519.0|3.8
2215|2931400|2015.0|32.0|2.9
2216|2931509|2015.0|266.0|3.6
2217|2931608|2015.0|10.0|3.6
2218|2931707|2015.0|83.0|3.4
2219|2931806|2015.0|48.0|3.9
2220|2931905|2015.0|337.0|3.8
2221|2932002|2015.0|101.0|3.6
2222|2932101|2015.0|141.0|3.4
2223|2932200|2015.0|208.0|3.3
2224|2932309|2015.0|148.0|3.0
2225|2932408|2015.0|39.0|3.5
2226|2932457|2015.0|36.0|3.6
2227|2932507|2015.0|113.0|3.4
2228|2932606|2015.0|169.0|3.8
2229|2932705|2015.0|141.0|3.2
2230|2932804|2015.0|177.0|3.8
2231|2932903|2015.0|572.0|3.5
2232|2933000|2015.0|142.0|3.7
2233|2933059|2015.0|10.0|3.8
2234|2933109|2015.0|114.0|3.7
2235|2933158|2015.0|38.0|3.5
2236|2933174|2015.0|25.0|3.8
2237|2933208|2015.0|187.0|3.2
2238|2933257|2015.0|59.0|4.1
2239|2933307|2015.0|1302.0|3.8
2240|2933406|2015.0|139.0|3.6
2241|2933455|2015.0|50.0|4.0
2242|2933505|2015.0|76.0|3.1
2243|2933604|2015.0|65.0|3.2
2244|3100104|2015.0|25.0|4.8
2245|3100203|2015.0|200.0|5.1
2246|3100302|2015.0|65.0|5.0
2247|3100401|2015.0|63.0|5.1
2248|3100500|2015.0|129.0|4.8
2249|3100609|2015.0|111.0|5.1
2250|3100708|2015.0|20.0|4.7
2251|3100807|2015.0|58.0|5.1
2252|3100906|2015.0|125.0|4.7
2253|3101003|2015.0|113.0|4.5
2254|3101102|2015.0|240.0|4.6
2255|3101201|2015.0|79.0|4.9
2256|3101300|2015.0|14.0|4.5
2257|3101409|2015.0|0.0|0.0
2258|3101508|2015.0|289.0|4.4
2259|3101607|2015.0|560.0|5.0
2260|3101631|2015.0|53.0|5.1
2261|3101706|2015.0|469.0|4.1
2262|3101805|2015.0|80.0|4.1
2263|3101904|2015.0|175.0|5.0
2264|3102001|2015.0|102.0|5.3
2265|3102050|2015.0|51.0|4.7
2266|3102100|2015.0|86.0|5.1
2267|3102209|2015.0|8.0|5.4
2268|3102308|2015.0|125.0|5.0
2269|3102407|2015.0|208.0|4.9
2270|3102506|2015.0|37.0|4.8
2271|3102605|2015.0|263.0|5.1
2272|3102704|2015.0|26.0|4.9
2273|3102803|2015.0|115.0|5.2
2274|3102852|2015.0|35.0|5.2
2275|3102902|2015.0|135.0|5.0
2276|3103009|2015.0|58.0|5.0
2277|3103108|2015.0|36.0|5.2
2278|3103207|2015.0|24.0|4.5
2279|3103306|2015.0|15.0|4.5
2280|3103405|2015.0|500.0|4.6
2281|3103504|2015.0|795.0|4.8
2282|3103603|2015.0|27.0|4.7
2283|3103702|2015.0|68.0|5.6
2284|3103751|2015.0|88.0|4.8
2285|3103801|2015.0|54.0|5.5
2286|3103900|2015.0|62.0|5.0
2287|3104007|2015.0|1006.0|5.3
2288|3104106|2015.0|70.0|4.6
2289|3104205|2015.0|290.0|5.1
2290|3104304|2015.0|92.0|5.6
2291|3104403|2015.0|22.0|5.1
2292|3104452|2015.0|22.0|5.5
2293|3104502|2015.0|363.0|4.5
2294|3104601|2015.0|26.0|0.0
2295|3104700|2015.0|148.0|4.5
2296|3104809|2015.0|44.0|4.7
2297|3104908|2015.0|169.0|5.1
2298|3105004|2015.0|134.0|5.4
2299|3105103|2015.0|366.0|5.0
2300|3105202|2015.0|62.0|4.7
2301|3105301|2015.0|8.0|4.8
2302|3105400|2015.0|277.0|4.7
2303|3105509|2015.0|90.0|5.1
2304|3105608|2015.0|883.0|5.2
2305|3105707|2015.0|63.0|4.7
2306|3105905|2015.0|122.0|4.9
2307|3106002|2015.0|31.0|4.9
2308|3106101|2015.0|35.0|4.8
2309|3106200|2015.0|18645.0|4.7
2310|3106309|2015.0|183.0|4.6
2311|3106408|2015.0|74.0|4.8
2312|3106507|2015.0|164.0|5.3
2313|3106606|2015.0|30.0|4.4
2314|3106655|2015.0|66.0|4.8
2315|3106705|2015.0|2180.0|4.6
2316|3106804|2015.0|36.0|4.9
2317|3106903|2015.0|113.0|4.5
2318|3107000|2015.0|23.0|4.7
2319|3107109|2015.0|316.0|5.2
2320|3107208|2015.0|47.0|4.9
2321|3107307|2015.0|325.0|4.9
2322|3107406|2015.0|390.0|5.0
2323|3107505|2015.0|69.0|4.8
2324|3107604|2015.0|67.0|5.1
2325|3107703|2015.0|29.0|5.1
2326|3107802|2015.0|68.0|4.7
2327|3107901|2015.0|74.0|4.9
2328|3108008|2015.0|150.0|5.4
2329|3108107|2015.0|47.0|0.0
2330|3108206|2015.0|52.0|5.0
2331|3108255|2015.0|65.0|4.5
2332|3108305|2015.0|75.0|5.2
2333|3108404|2015.0|126.0|5.0
2334|3108503|2015.0|112.0|4.7
2335|3108552|2015.0|110.0|4.7
2336|3108602|2015.0|307.0|4.9
2337|3108701|2015.0|40.0|5.2
2338|3108800|2015.0|54.0|4.8
2339|3108909|2015.0|255.0|4.9
2340|3109006|2015.0|312.0|4.6
2341|3109105|2015.0|56.0|5.4
2342|3109204|2015.0|69.0|4.9
2343|3109253|2015.0|29.0|0.0
2344|3109303|2015.0|241.0|4.6
2345|3109402|2015.0|190.0|4.5
2346|3109451|2015.0|100.0|4.3
2347|3109501|2015.0|92.0|5.0
2348|3109600|2015.0|89.0|4.6
2349|3109709|2015.0|113.0|5.2
2350|3109808|2015.0|40.0|4.3
2351|3109907|2015.0|62.0|5.0
2352|3110004|2015.0|250.0|5.0
2353|3110103|2015.0|52.0|4.5
2354|3110202|2015.0|45.0|4.8
2355|3110301|2015.0|122.0|5.0
2356|3110400|2015.0|19.0|5.2
2357|3110509|2015.0|111.0|4.7
2358|3110608|2015.0|185.0|5.1
2359|3110707|2015.0|110.0|5.0
2360|3110806|2015.0|33.0|4.7
2361|3110905|2015.0|125.0|5.1
2362|3111002|2015.0|180.0|4.8
