;COD_MUNIC_IBGE;ANO_CENSO;SIGLA;MEDIA_PONTUACAO_ESCOLAS_POR_CIDADE;NM_MUN_2017
100;2409308.0;2017;RN;166.03125;PATU
101;2409332.0;2017;RN;310.22222222222223;SANTA MARIA
102;2409407.0;2017;RN;326.6170212765957;PAU DOS FERROS
103;2409506.0;2017;RN;333.22222222222223;PEDRA GRANDE
104;2409605.0;2017;RN;119.28571428571429;PEDRA PRETA
105;2409704.0;2017;RN;217.0;PEDRO AVELINO
106;2409803.0;2017;RN;224.28947368421052;PEDRO VELHO
107;2409902.0;2017;RN;300.62068965517244;PENDÊNCIAS
108;2410009.0;2017;RN;140.11111111111111;PILÕES
109;2410108.0;2017;RN;208.47826086956522;POÇO BRANCO
110;2410207.0;2017;RN;201.55;PORTALEGRE
111;2410256.0;2017;RN;473.2857142857143;PORTO DO MANGUE
112;2410306.0;2017;RN;233.75;SERRA CAIADA
113;2410405.0;2017;RN;240.0;PUREZA
114;2410504.0;2017;RN;175.125;RAFAEL FERNANDES
115;2410603.0;2017;RN;96.23076923076923;RAFAEL GODEIRO
116;2410702.0;2017;RN;295.25;RIACHO DA CRUZ
117;2410801.0;2017;RN;115.5;RIACHO DE SANTANA
118;2410900.0;2017;RN;168.56;RIACHUELO
119;2411007.0;2017;RN;184.13333333333333;RODOLFO FERNANDES
120;2411056.0;2017;RN;380.625;TIBAU
121;2411106.0;2017;RN;149.5;RUY BARBOSA
122;2411205.0;2017;RN;229.15068493150685;SANTA CRUZ
123;2411403.0;2017;RN;142.8913043478261;SANTANA DO MATOS
124;2411429.0;2017;RN;214.5;SANTANA DO SERIDÓ
125;2411502.0;2017;RN;233.73170731707316;SANTO ANTÔNIO
126;2411601.0;2017;RN;134.0952380952381;SÃO BENTO DO NORTE
127;2411700.0;2017;RN;118.78947368421052;SÃO BENTO DO TRAIRÍ
128;2411809.0;2017;RN;130.66666666666666;SÃO FERNANDO
129;2411908.0;2017;RN;180.46153846153845;SÃO FRANCISCO DO OESTE
130;2412005.0;2017;RN;462.64;SÃO GONÇALO DO AMARANTE
131;2412104.0;2017;RN;224.21428571428572;SÃO JOÃO DO SABUGI
132;2412203.0;2017;RN;323.6458333333333;SÃO JOSÉ DE MIPIBU
133;2412302.0;2017;RN;193.74193548387098;SÃO JOSÉ DO CAMPESTRE
134;2412401.0;2017;RN;380.85714285714283;SÃO JOSÉ DO SERIDÓ
135;2412500.0;2017;RN;145.1969696969697;SÃO MIGUEL
136;2412559.0;2017;RN;189.93939393939394;SÃO MIGUEL DO GOSTOSO
137;2412609.0;2017;RN;311.39285714285717;SÃO PAULO DO POTENGI
138;2412708.0;2017;RN;261.15384615384613;SÃO PEDRO
139;2412807.0;2017;RN;141.0;SÃO RAFAEL
140;2412906.0;2017;RN;118.2;SÃO TOMÉ
141;2413003.0;2017;RN;233.06666666666666;SÃO VICENTE
142;2413102.0;2017;RN;170.78947368421052;SENADOR ELÓI DE SOUZA
143;2413201.0;2017;RN;496.5;SENADOR GEORGINO AVELINO
144;2413300.0;2017;RN;130.04545454545453;SERRA DE SÃO BENTO
145;2413359.0;2017;RN;140.14583333333334;SERRA DO MEL
146;2413409.0;2017;RN;130.0;SERRA NEGRA DO NORTE
147;2413508.0;2017;RN;131.3548387096774;SERRINHA
148;2413557.0;2017;RN;160.33333333333334;SERRINHA DOS PINTOS
149;2413607.0;2017;RN;127.79310344827586;SEVERIANO MELO
150;2413706.0;2017;RN;109.83333333333333;SÍTIO NOVO
151;2413805.0;2017;RN;326.6666666666667;TABOLEIRO GRANDE
152;2413904.0;2017;RN;162.13888888888889;TAIPU
153;2414001.0;2017;RN;203.3548387096774;TANGARÁ
154;2414100.0;2017;RN;169.39473684210526;TENENTE ANANIAS
155;2414159.0;2017;RN;245.6;TENENTE LAURENTINO CRUZ
156;2414209.0;2017;RN;343.93333333333334;TIBAU DO SUL
157;2414308.0;2017;RN;262.0;TIMBAÚBA DOS BATISTAS
158;2414407.0;2017;RN;267.2280701754386;TOUROS
159;2414456.0;2017;RN;224.41666666666666;TRIUNFO POTIGUAR
160;2414506.0;2017;RN;188.42857142857142;UMARIZAL
161;2414605.0;2017;RN;247.08333333333334;UPANEMA
162;2414704.0;2017;RN;298.875;VÁRZEA
163;2414753.0;2017;RN;193.47826086956522;VENHA-VER
164;2414803.0;2017;RN;334.5625;VERA CRUZ
165;2414902.0;2017;RN;435.0;VIÇOSA
166;2415008.0;2017;RN;315.42857142857144;VILA FLOR
