COD_MUNIC_IBGE;ANO_CENSO;UF_PROPONENTE;CD_GEOCUF;CD_GEOCODM;MEDIA_PONTUACAO_ESCOLAS_POR_CIDADE
2603926.0;2015;PE;26;2603926.0;103.52777777777777
2604007.0;2015;PE;26;2604007.0;576.1219512195122
2604106.0;2015;PE;26;2604106.0;463.67052023121386
2604155.0;2015;PE;26;2604155.0;267.3636363636364
2604205.0;2015;PE;26;2604205.0;318.7391304347826
2604304.0;2015;PE;26;2604304.0;250.92592592592592
2604403.0;2015;PE;26;2604403.0;333.6842105263158
2604502.0;2015;PE;26;2604502.0;239.7027027027027
2604601.0;2015;PE;26;2604601.0;391.0
2604700.0;2015;PE;26;2604700.0;176.3695652173913
2604809.0;2015;PE;26;2604809.0;208.6551724137931
2604908.0;2015;PE;26;2604908.0;102.58333333333333
2605004.0;2015;PE;26;2605004.0;238.9047619047619
2605103.0;2015;PE;26;2605103.0;184.3658536585366
2605152.0;2015;PE;26;2605152.0;87.48863636363636
2605202.0;2015;PE;26;2605202.0;288.2162162162162
2605301.0;2015;PE;26;2605301.0;148.83809523809524
2605400.0;2015;PE;26;2605400.0;263.92857142857144
2605459.0;2015;PE;26;2605459.0;1308.0
2605509.0;2015;PE;26;2605509.0;225.47058823529412
2605608.0;2015;PE;26;2605608.0;120.98484848484848
2605707.0;2015;PE;26;2605707.0;152.6178861788618
2605806.0;2015;PE;26;2605806.0;213.82142857142858
2605905.0;2015;PE;26;2605905.0;251.3658536585366
2606002.0;2015;PE;26;2606002.0;447.3775510204082
2606101.0;2015;PE;26;2606101.0;208.66666666666666
2606200.0;2015;PE;26;2606200.0;519.3962264150944
2606309.0;2015;PE;26;2606309.0;124.0
2606408.0;2015;PE;26;2606408.0;279.2289156626506
2606507.0;2015;PE;26;2606507.0;130.95238095238096
2606606.0;2015;PE;26;2606606.0;285.07142857142856
2606705.0;2015;PE;26;2606705.0;230.64705882352942
2606804.0;2015;PE;26;2606804.0;510.22033898305085
2606903.0;2015;PE;26;2606903.0;133.8095238095238
2607000.0;2015;PE;26;2607000.0;234.57142857142858
2607109.0;2015;PE;26;2607109.0;156.6315789473684
2607208.0;2015;PE;26;2607208.0;442.2291666666667
2607307.0;2015;PE;26;2607307.0;221.8548387096774
2607406.0;2015;PE;26;2607406.0;227.5
2607505.0;2015;PE;26;2607505.0;105.12359550561797
2607604.0;2015;PE;26;2607604.0;402.0952380952381
2607653.0;2015;PE;26;2607653.0;382.48387096774195
2607703.0;2015;PE;26;2607703.0;112.38636363636364
2607752.0;2015;PE;26;2607752.0;650.0
2607802.0;2015;PE;26;2607802.0;441.8666666666667
2607901.0;2015;PE;26;2607901.0;671.8971428571429
2607950.0;2015;PE;26;2607950.0;291.77272727272725
2608008.0;2015;PE;26;2608008.0;154.3111111111111
2608057.0;2015;PE;26;2608057.0;365.77777777777777
2608107.0;2015;PE;26;2608107.0;258.5869565217391
2608206.0;2015;PE;26;2608206.0;228.08
2608255.0;2015;PE;26;2608255.0;237.52173913043478
2608305.0;2015;PE;26;2608305.0;250.83333333333334
2608404.0;2015;PE;26;2608404.0;162.925
2608453.0;2015;PE;26;2608453.0;379.05263157894734
2608503.0;2015;PE;26;2608503.0;404.04761904761904
2608602.0;2015;PE;26;2608602.0;159.78378378378378
2608701.0;2015;PE;26;2608701.0;109.2909090909091
2608750.0;2015;PE;26;2608750.0;271.29545454545456
2608800.0;2015;PE;26;2608800.0;348.50943396226415
2608909.0;2015;PE;26;2608909.0;347.5285714285714
2609006.0;2015;PE;26;2609006.0;290.3783783783784
2609105.0;2015;PE;26;2609105.0;249.94736842105263
2609154.0;2015;PE;26;2609154.0;110.95714285714286
2609204.0;2015;PE;26;2609204.0;297.7647058823529
2609303.0;2015;PE;26;2609303.0;131.58928571428572
2609402.0;2015;PE;26;2609402.0;236.90322580645162
2609501.0;2015;PE;26;2609501.0;459.22222222222223
2609600.0;2015;PE;26;2609600.0;626.952
2609709.0;2015;PE;26;2609709.0;318.5
2609808.0;2015;PE;26;2609808.0;228.81578947368422
2609907.0;2015;PE;26;2609907.0;127.20918367346938
2610004.0;2015;PE;26;2610004.0;326.23880597014926
2610103.0;2015;PE;26;2610103.0;181.6206896551724
2610202.0;2015;PE;26;2610202.0;210.0759493670886
2610301.0;2015;PE;26;2610301.0;133.95744680851064
2610400.0;2015;PE;26;2610400.0;110.91304347826087
2610509.0;2015;PE;26;2610509.0;175.3
2610608.0;2015;PE;26;2610608.0;491.75757575757575
2610707.0;2015;PE;26;2610707.0;623.9722222222222
2610806.0;2015;PE;26;2610806.0;142.56944444444446
2610905.0;2015;PE;26;2610905.0;289.1192660550459
2611002.0;2015;PE;26;2611002.0;348.1320754716981
2611101.0;2015;PE;26;2611101.0;405.75451263537906
2611200.0;2015;PE;26;2611200.0;182.21212121212122
2611309.0;2015;PE;26;2611309.0;188.04
2611408.0;2015;PE;26;2611408.0;191.16666666666666
2611507.0;2015;PE;26;2611507.0;220.70731707317074
2611533.0;2015;PE;26;2611533.0;240.0
2611606.0;2015;PE;26;2611606.0;718.896174863388
2611705.0;2015;PE;26;2611705.0;187.91489361702128
2611804.0;2015;PE;26;2611804.0;320.65909090909093
2611903.0;2015;PE;26;2611903.0;322.0689655172414
2612000.0;2015;PE;26;2612000.0;202.8846153846154
2612109.0;2015;PE;26;2612109.0;149.38095238095238
2612208.0;2015;PE;26;2612208.0;366.15714285714284
2612307.0;2015;PE;26;2612307.0;130.24
2612406.0;2015;PE;26;2612406.0;229.1578947368421
2612455.0;2015;PE;26;2612455.0;149.01923076923077
2612471.0;2015;PE;26;2612471.0;213.7826086956522
2612505.0;2015;PE;26;2612505.0;640.0512820512821
2612554.0;2015;PE;26;2612554.0;75.73333333333333
2612604.0;2015;PE;26;2612604.0;225.46236559139786
2612703.0;2015;PE;26;2612703.0;186.82142857142858
2612802.0;2015;PE;26;2612802.0;197.17391304347825
2612901.0;2015;PE;26;2612901.0;164.1818181818182
2613008.0;2015;PE;26;2613008.0;217.88095238095238
2613107.0;2015;PE;26;2613107.0;231.8
2613206.0;2015;PE;26;2613206.0;175.7450980392157
2613305.0;2015;PE;26;2613305.0;208.92307692307693
2613404.0;2015;PE;26;2613404.0;379.9
2613503.0;2015;PE;26;2613503.0;181.92045454545453
2613602.0;2015;PE;26;2613602.0;229.0142857142857
2613701.0;2015;PE;26;2613701.0;484.7543859649123
2613800.0;2015;PE;26;2613800.0;232.53571428571428
2613909.0;2015;PE;26;2613909.0;210.9925925925926
2614006.0;2015;PE;26;2614006.0;133.36923076923077
2614105.0;2015;PE;26;2614105.0;217.71014492753622
2614204.0;2015;PE;26;2614204.0;270.48936170212767
2614303.0;2015;PE;26;2614303.0;121.04081632653062
2614402.0;2015;PE;26;2614402.0;96.0
2614501.0;2015;PE;26;2614501.0;333.71666666666664
2614600.0;2015;PE;26;2614600.0;291.45454545454544
2614709.0;2015;PE;26;2614709.0;135.02564102564102
2614808.0;2015;PE;26;2614808.0;299.9230769230769
2614857.0;2015;PE;26;2614857.0;192.5
2615003.0;2015;PE;26;2615003.0;214.73684210526315
2615102.0;2015;PE;26;2615102.0;76.41176470588235
2615201.0;2015;PE;26;2615201.0;149.03846153846155
2615300.0;2015;PE;26;2615300.0;389.625
2615409.0;2015;PE;26;2615409.0;499.95454545454544
2615508.0;2015;PE;26;2615508.0;322.4375
2615607.0;2015;PE;26;2615607.0;354.8421052631579
2615706.0;2015;PE;26;2615706.0;216.7941176470588
2615805.0;2015;PE;26;2615805.0;146.109375
2615904.0;2015;PE;26;2615904.0;332.0
2616001.0;2015;PE;26;2616001.0;208.95348837209303
2616100.0;2015;PE;26;2616100.0;213.46153846153845
2616183.0;2015;PE;26;2616183.0;198.625
2616209.0;2015;PE;26;2616209.0;212.23529411764707
2616308.0;2015;PE;26;2616308.0;410.3125
2616407.0;2015;PE;26;2616407.0;416.0618556701031
2616506.0;2015;PE;26;2616506.0;277.2758620689655
