;COD_MUNIC_IBGE;ANO_CENSO;SIGLA;MEDIA_PONTUACAO_ESCOLAS_POR_CIDADE;NM_MUN_2017
101;2508109.0;2013;PB;91.59375;LAGOA
102;2508208.0;2013;PB;295.9;LAGOA DE DENTRO
103;2508307.0;2013;PB;351.57894736842104;LAGOA SECA
104;2508406.0;2013;PB;105.3;LASTRO
105;2508505.0;2013;PB;118.75;LIVRAMENTO
106;2508554.0;2013;PB;284.3;LOGRADOURO
107;2508604.0;2013;PB;412.9375;LUCENA
108;2508703.0;2013;PB;142.8;MÃE D'ÁGUA
109;2508802.0;2013;PB;282.3076923076923;MALTA
110;2508901.0;2013;PB;298.8;MAMANGUAPE
111;2509008.0;2013;PB;106.67272727272727;MANAÍRA
112;2509057.0;2013;PB;310.55555555555554;MARCAÇÃO
113;2509107.0;2013;PB;310.3333333333333;MARI
114;2509156.0;2013;PB;468.7;MARIZÓPOLIS
115;2509206.0;2013;PB;195.85;MASSARANDUBA
116;2509305.0;2013;PB;357.72727272727275;MATARACA
117;2509339.0;2013;PB;172.1764705882353;MATINHAS
118;2509370.0;2013;PB;210.4;MATO GROSSO
119;2509396.0;2013;PB;213.875;MATURÉIA
120;2509404.0;2013;PB;185.58823529411765;MOGEIRO
121;2509503.0;2013;PB;315.2;MONTADAS
122;2509602.0;2013;PB;136.2;MONTE HOREBE
123;2509701.0;2013;PB;251.66101694915255;MONTEIRO
124;2509800.0;2013;PB;177.29032258064515;MULUNGU
125;2509909.0;2013;PB;158.22857142857143;NATUBA
126;2510006.0;2013;PB;191.2;NAZAREZINHO
127;2510105.0;2013;PB;291.0;NOVA FLORESTA
128;2510204.0;2013;PB;200.10526315789474;NOVA OLINDA
129;2510303.0;2013;PB;173.9375;NOVA PALMEIRA
130;2510402.0;2013;PB;129.27027027027026;OLHO D'ÁGUA
131;2510501.0;2013;PB;143.52;OLIVEDOS
132;2510600.0;2013;PB;147.5625;OURO VELHO
133;2510659.0;2013;PB;95.6842105263158;PARARI
134;2510709.0;2013;PB;232.33333333333334;PASSAGEM
135;2510808.0;2013;PB;454.4583333333333;PATOS
136;2510907.0;2013;PB;137.21428571428572;PAULISTA
137;2511004.0;2013;PB;205.23529411764707;PEDRA BRANCA
138;2511103.0;2013;PB;107.7872340425532;PEDRA LAVRADA
139;2511202.0;2013;PB;410.4878048780488;PEDRAS DE FOGO
140;2511301.0;2013;PB;164.8153846153846;PIANCÓ
141;2511400.0;2013;PB;237.55172413793105;PICUÍ
142;2511509.0;2013;PB;398.1875;PILAR
143;2511608.0;2013;PB;145.3793103448276;PILÕES
144;2511707.0;2013;PB;154.22222222222223;PILÕEZINHOS
145;2511806.0;2013;PB;244.33333333333334;PIRPIRITUBA
146;2511905.0;2013;PB;291.32142857142856;PITIMBU
147;2512002.0;2013;PB;179.67391304347825;POCINHOS
148;2512036.0;2013;PB;299.55555555555554;POÇO DANTAS
149;2512077.0;2013;PB;157.4814814814815;POÇO DE JOSÉ DE MOURA
150;2512101.0;2013;PB;176.45348837209303;POMBAL
151;2512200.0;2013;PB;133.05882352941177;PRATA
152;2512309.0;2013;PB;244.27659574468086;PRINCESA ISABEL
153;2512408.0;2013;PB;153.86111111111111;PUXINANÃ
154;2512507.0;2013;PB;187.26923076923077;QUEIMADAS
155;2512606.0;2013;PB;98.14285714285714;QUIXABA
156;2512705.0;2013;PB;239.74193548387098;REMÍGIO
157;2512721.0;2013;PB;268.46153846153845;PEDRO RÉGIS
158;2512747.0;2013;PB;238.3846153846154;RIACHÃO
159;2512754.0;2013;PB;337.0769230769231;RIACHÃO DO BACAMARTE
160;2512762.0;2013;PB;301.22222222222223;RIACHÃO DO POÇO
161;2512788.0;2013;PB;218.875;RIACHO DE SANTO ANTÔNIO
162;2512804.0;2013;PB;107.42222222222222;RIACHO DOS CAVALOS
163;2512903.0;2013;PB;263.97435897435895;RIO TINTO
164;2513000.0;2013;PB;121.3529411764706;SALGADINHO
165;2513109.0;2013;PB;245.05405405405406;SALGADO DE SÃO FÉLIX
166;2513158.0;2013;PB;150.14285714285714;SANTA CECÍLIA
167;2513208.0;2013;PB;166.08695652173913;SANTA CRUZ
168;2513307.0;2013;PB;186.44;SANTA HELENA
169;2513356.0;2013;PB;99.63333333333334;SANTA INÊS
170;2513406.0;2013;PB;391.2;SANTA LUZIA
171;2513505.0;2013;PB;102.04878048780488;SANTANA DE MANGUEIRA
172;2513604.0;2013;PB;147.58620689655172;SANTANA DOS GARROTES
173;2513653.0;2013;PB;299.3;JOCA CLAUDINO
174;2513703.0;2013;PB;448.8404255319149;SANTA RITA
175;2513802.0;2013;PB;109.92592592592592;SANTA TERESINHA
176;2513851.0;2013;PB;76.56;SANTO ANDRÉ
177;2513901.0;2013;PB;205.19230769230768;SÃO BENTO
178;2513927.0;2013;PB;249.7;SÃO BENTINHO
179;2513943.0;2013;PB;84.15;SÃO DOMINGOS DO CARIRI
180;2513968.0;2013;PB;100.28571428571429;SÃO DOMINGOS
181;2513984.0;2013;PB;125.73333333333333;SÃO FRANCISCO
182;2514008.0;2013;PB;126.29629629629629;SÃO JOÃO DO CARIRI
183;2514107.0;2013;PB;144.0;SÃO JOÃO DO TIGRE
184;2514206.0;2013;PB;142.74074074074073;SÃO JOSÉ DA LAGOA TAPADA
185;2514305.0;2013;PB;91.16666666666667;SÃO JOSÉ DE CAIANA
186;2514404.0;2013;PB;55.15384615384615;SÃO JOSÉ DE ESPINHARAS
187;2514453.0;2013;PB;471.875;SÃO JOSÉ DOS RAMOS
188;2514503.0;2013;PB;163.04;SÃO JOSÉ DE PIRANHAS
189;2514552.0;2013;PB;86.43478260869566;SÃO JOSÉ DE PRINCESA
190;2514602.0;2013;PB;90.82608695652173;SÃO JOSÉ DO BONFIM
191;2514651.0;2013;PB;106.66666666666667;SÃO JOSÉ DO BREJO DO CRUZ
192;2514701.0;2013;PB;420.7142857142857;SÃO JOSÉ DO SABUGI
193;2514800.0;2013;PB;84.28;SÃO JOSÉ DOS CORDEIROS
194;2514909.0;2013;PB;175.44444444444446;SÃO MAMEDE
195;2515005.0;2013;PB;420.7857142857143;SÃO MIGUEL DE TAIPU
196;2515104.0;2013;PB;189.70967741935485;SÃO SEBASTIÃO DE LAGOA DE ROÇA
