COD_MUNIC_IBGE;ANO_CENSO;SIGLA;MEDIA_PONTUACAO_ESCOLAS_POR_CIDADE
3532868.0;2013;SP;620.0
3532900.0;2013;SP;707.0
3533007.0;2013;SP;873.8571428571429
3533106.0;2013;SP;509.0
3533205.0;2013;SP;703.75
3533254.0;2013;SP;738.6666666666666
3533304.0;2013;SP;804.0
3533403.0;2013;SP;819.8846153846154
3533502.0;2013;SP;412.6060606060606
3533601.0;2013;SP;603.5714285714286
3533700.0;2013;SP;287.5
3533809.0;2013;SP;402.6666666666667
3533908.0;2013;SP;665.974358974359
3534005.0;2013;SP;1180.5
3534104.0;2013;SP;369.1666666666667
3534203.0;2013;SP;821.5
3534302.0;2013;SP;793.5769230769231
3534401.0;2013;SP;984.9622641509434
3534500.0;2013;SP;661.3333333333334
3534609.0;2013;SP;605.875
3534708.0;2013;SP;749.5
3534757.0;2013;SP;835.6666666666666
3534807.0;2013;SP;722.8333333333334
3534906.0;2013;SP;523.375
3535002.0;2013;SP;648.375
3535101.0;2013;SP;889.6
3535200.0;2013;SP;557.1666666666666
3535309.0;2013;SP;743.6875
3535408.0;2013;SP;548.8888888888889
3535507.0;2013;SP;718.34375
3535606.0;2013;SP;309.6666666666667
3535705.0;2013;SP;781.5
3535804.0;2013;SP;473.9375
3535903.0;2013;SP;954.0
3536000.0;2013;SP;401.09090909090907
3536109.0;2013;SP;492.14285714285717
3536208.0;2013;SP;387.40909090909093
3536257.0;2013;SP;454.6666666666667
3536307.0;2013;SP;968.6
3536406.0;2013;SP;661.8
3536505.0;2013;SP;723.8196721311475
3536570.0;2013;SP;426.75
3536604.0;2013;SP;696.0
3536703.0;2013;SP;524.6111111111111
3536802.0;2013;SP;392.0
3536901.0;2013;SP;860.5
3537008.0;2013;SP;372.3333333333333
3537107.0;2013;SP;599.7352941176471
3537156.0;2013;SP;752.6666666666666
3537206.0;2013;SP;359.1666666666667
3537305.0;2013;SP;472.1372549019608
3537404.0;2013;SP;408.28
3537503.0;2013;SP;440.2857142857143
3537602.0;2013;SP;561.8148148148148
3537701.0;2013;SP;790.75
3537800.0;2013;SP;589.725
3537909.0;2013;SP;695.3888888888889
3538006.0;2013;SP;604.5833333333334
3538105.0;2013;SP;646.5
3538204.0;2013;SP;258.76
3538303.0;2013;SP;543.0
3538501.0;2013;SP;496.72727272727275
3538600.0;2013;SP;434.86206896551727
3538709.0;2013;SP;696.643216080402
3538808.0;2013;SP;575.1612903225806
3538907.0;2013;SP;395.9047619047619
3539004.0;2013;SP;602.2
3539103.0;2013;SP;597.0
3539202.0;2013;SP;549.2857142857143
3539301.0;2013;SP;521.2280701754386
3539400.0;2013;SP;536.0
3539509.0;2013;SP;663.0
3539608.0;2013;SP;623.0
3539707.0;2013;SP;457.25
3539806.0;2013;SP;552.1348314606741
3539905.0;2013;SP;934.0
3540002.0;2013;SP;707.0
3540101.0;2013;SP;631.0
3540200.0;2013;SP;608.08
3540259.0;2013;SP;767.6666666666666
3540309.0;2013;SP;883.0
3540408.0;2013;SP;750.3333333333334
3540507.0;2013;SP;554.4
3540606.0;2013;SP;618.875
3540705.0;2013;SP;684.96875
3540754.0;2013;SP;483.7142857142857
3540804.0;2013;SP;882.7142857142857
3540853.0;2013;SP;470.75
3540903.0;2013;SP;825.1
3541000.0;2013;SP;944.6603773584906
3541059.0;2013;SP;538.6
3541109.0;2013;SP;512.25
3541208.0;2013;SP;463.3636363636364
3541307.0;2013;SP;786.48
3541406.0;2013;SP;743.5619047619048
3541505.0;2013;SP;593.2592592592592
3541604.0;2013;SP;415.80645161290323
3541653.0;2013;SP;562.3333333333334
3541703.0;2013;SP;912.5
3541802.0;2013;SP;725.0
3541901.0;2013;SP;622.4444444444445
3542008.0;2013;SP;654.0
3542107.0;2013;SP;654.375
3542206.0;2013;SP;555.3333333333334
3542305.0;2013;SP;517.0
3542404.0;2013;SP;499.0
3542503.0;2013;SP;481.1666666666667
3542602.0;2013;SP;391.2105263157895
3542701.0;2013;SP;868.0
3542800.0;2013;SP;232.16666666666666
3542909.0;2013;SP;584.2
3543006.0;2013;SP;216.62
3543105.0;2013;SP;708.0
3543204.0;2013;SP;858.6666666666666
3543238.0;2013;SP;462.75
3543253.0;2013;SP;218.3846153846154
3543303.0;2013;SP;798.8615384615384
3543402.0;2013;SP;848.0049504950495
3543501.0;2013;SP;523.0
3543600.0;2013;SP;965.0
3543709.0;2013;SP;573.125
3543808.0;2013;SP;594.75
3543907.0;2013;SP;687.1348314606741
3544004.0;2013;SP;606.28
3544103.0;2013;SP;643.2173913043479
3544202.0;2013;SP;591.5714285714286
3544251.0;2013;SP;599.5263157894736
3544301.0;2013;SP;491.2857142857143
3544400.0;2013;SP;416.5
3544509.0;2013;SP;1186.0
3544608.0;2013;SP;581.25
3544707.0;2013;SP;711.3333333333334
3544806.0;2013;SP;800.75
3544905.0;2013;SP;882.6666666666666
3545001.0;2013;SP;265.9642857142857
