CO_MUNICIPIO|NU_ANO_CENSO|CO_ENTIDADE|MEDIA_QTD_ALUNOS_POR_ESCOLA|MEDIA_NU_COMP_PARA_ALUNOS|COMP_POR_ALUNO(%)|NUM_ESCOLAS_INTERNET_MUNIC|MEDIA_SALAS_EXISTENTES|MEDIA_PONTUACAO
1100015|2015.0|11022558.0|170.1315789473684|2.0|0.4011213435085277|14.0|5.7105263157894735|383.3157894736842
1100023|2015.0|11006722.0|605.6458333333334|17.333333333333332|3.243653993909447|47.0|13.125|1083.9166666666667
1100031|2015.0|11033924.0|228.0|6.5|3.78867647415861|8.0|9.0|502.25
1100049|2015.0|11025670.0|454.5|13.03225806451613|3.2481264549700675|42.0|10.709677419354838|752.0322580645161
1100056|2015.0|11034459.0|306.625|9.0|2.6220834996367297|16.0|10.0625|672.625
1100064|2015.0|11035099.0|319.05882352941177|19.235294117647058|6.388959452716758|17.0|12.647058823529411|969.5882352941177
1100072|2015.0|11036125.0|217.45454545454547|11.181818181818182|6.759578845294956|6.0|7.454545454545454|502.72727272727275
1100080|2015.0|11005386.0|284.875|6.125|2.485422524901407|13.0|7.0|509.625
1100098|2015.0|11027487.0|310.25|10.214285714285714|2.7412570010601156|19.0|7.428571428571429|577.1071428571429
1100106|2015.0|11005874.0|228.49253731343285|4.955223880597015|1.365173715062971|26.0|5.104477611940299|365.8955223880597
1100114|2015.0|11011157.0|392.7|8.35|2.726676485198423|35.0|8.825|661.975
1100122|2015.0|11013133.0|418.5274725274725|12.68131868131868|2.528248721558436|67.0|8.76923076923077|678.2747252747253
1100130|2015.0|11007966.0|292.24242424242425|6.96969696969697|1.5801662248947201|15.0|7.2727272727272725|455.5151515151515
1100148|2015.0|11021420.0|347.73333333333335|5.8|1.0807021871233295|13.0|7.333333333333333|575.6
1100155|2015.0|11016221.0|486.0|12.5|2.973118023019722|24.0|10.041666666666666|824.0416666666666
1100189|2015.0|11031433.0|381.8709677419355|9.451612903225806|4.404678572697012|31.0|8.161290322580646|628.3870967741935
1100205|2015.0|11000023.0|565.644128113879|10.512455516014235|2.8524160714957976|207.0|10.715302491103202|765.0889679715302
1100254|2015.0|11000422.0|347.57142857142856|9.047619047619047|1.9984748311576293|18.0|8.428571428571429|706.6190476190476
1100262|2015.0|11009128.0|331.3333333333333|6.0|1.0600706713780919|3.0|10.333333333333334|699.0
1100288|2015.0|11028440.0|648.0|13.84|3.043051848365751|25.0|15.0|1087.56
1100296|2015.0|11029510.0|248.0|4.0|1.401006045490269|7.0|6.875|545.0
1100304|2015.0|11033150.0|470.76363636363635|11.981818181818182|2.422991234506784|51.0|9.872727272727273|877.8363636363637
1100320|2015.0|11022256.0|347.1111111111111|5.777777777777778|1.9090859724492901|8.0|8.555555555555555|541.3333333333334
1100338|2015.0|11003839.0|119.91304347826087|0.9710144927536232|0.858850301751415|15.0|3.1884057971014492|203.231884057971
1100346|2015.0|11000589.0|281.75|4.875|1.214577358381439|12.0|7.875|579.5625
1100379|2015.0|11024437.0|283.6363636363636|2.090909090909091|0.29383892809245643|6.0|7.363636363636363|493.6363636363636
1100403|2015.0|11006803.0|290.3125|9.0625|2.899375214401776|4.0|5.125|464.3125
1100452|2015.0|11004428.0|274.4054054054054|5.324324324324325|1.1815911508807793|15.0|4.8108108108108105|387.7837837837838
1100502|2015.0|11030003.0|271.2|7.0|1.9500679020261813|9.0|6.4|512.1
1100601|2015.0|11010290.0|274.0|12.0|6.176487550217498|4.0|10.0|747.4
1100700|2015.0|11004347.0|369.3333333333333|5.666666666666667|1.3452512009008868|6.0|10.11111111111111|555.7777777777778
1100809|2015.0|11004860.0|395.10526315789474|2.1052631578947367|0.30739384195950786|10.0|5.421052631578948|421.94736842105266
1100908|2015.0|11030658.0|230.4|5.2|1.6537039948636405|4.0|6.6|514.0
1100924|2015.0|11032065.0|224.5|7.5|2.2023355628238233|8.0|6.214285714285714|431.07142857142856
1100940|2015.0|11009136.0|667.875|5.5|1.1240370042698722|5.0|12.25|780.5
1101005|2015.0|11019034.0|179.53333333333333|1.7333333333333334|0.49158769715182654|6.0|5.4|316.6666666666667
1101104|2015.0|11005092.0|333.8888888888889|2.7777777777777777|0.49404963815976644|6.0|5.777777777777778|446.3333333333333
1101203|2015.0|11031000.0|331.125|8.625|2.43733350700629|7.0|11.0|608.875
1101302|2015.0|11019689.0|294.9230769230769|9.461538461538462|3.3482425655376895|10.0|6.230769230769231|539.3846153846154
1101401|2015.0|11010665.0|417.54545454545456|7.818181818181818|3.160056816492322|9.0|8.909090909090908|695.2727272727273
1101435|2015.0|11016469.0|385.4|8.0|2.045000161545669|3.0|11.2|703.8
1101450|2015.0|11031565.0|135.0|1.25|0.30120481927710846|2.0|4.375|261.25
1101468|2015.0|11035080.0|206.0|5.666666666666667|1.9607843137254903|3.0|6.666666666666667|544.6666666666666
1101476|2015.0|11031913.0|245.2|8.6|3.6340309735174543|5.0|7.2|547.8
1101484|2015.0|11031964.0|378.6|10.2|2.4190968988432813|5.0|9.4|728.4
1101492|2015.0|11005475.0|347.75|5.4375|2.186213197296011|14.0|8.3125|501.0625
1101500|2015.0|11022884.0|404.8333333333333|7.416666666666667|6.3000542738856256|10.0|7.166666666666667|556.3333333333334
1101559|2015.0|11016850.0|332.8|2.2|0.4873963515754561|5.0|7.0|658.0
1101609|2015.0|11020296.0|369.44444444444446|4.777777777777778|1.1601532325457058|8.0|12.11111111111111|781.6666666666666
1101708|2015.0|11020482.0|276.6666666666667|4.166666666666667|1.4136408721864735|12.0|6.833333333333333|515.4166666666666
1101757|2015.0|11008105.0|268.8888888888889|6.444444444444445|2.9662176426899354|3.0|9.0|463.44444444444446
1101807|2015.0|11020997.0|242.25|9.375|2.8254943054080086|5.0|7.125|533.625
1200013|2015.0|12008966.0|302.875|2.75|0.5041536373869068|7.0|7.25|405.875
1200054|2015.0|12007285.0|55.87301587301587|0.09523809523809523|0.008332291796858725|2.0|2.0317460317460316|91.14285714285714
1200104|2015.0|12016136.0|119.30555555555556|2.1805555555555554|3.278666603339696|11.0|2.869565217391304|178.15942028985506
1200138|2015.0|12009350.0|105.56410256410257|1.4871794871794872|0.32325935712457515|4.0|2.7435897435897436|165.46153846153845
1200179|2015.0|12009725.0|263.1764705882353|2.9411764705882355|0.4842000531243026|5.0|4.411764705882353|308.4117647058824
1200203|2015.0|12000094.0|206.32085561497325|3.8823529411764706|1.67021902730218|82.0|4.550802139037433|334.73262032085563
1200252|2015.0|12017060.0|246.76190476190476|2.7142857142857144|0.5967844538698523|6.0|5.0476190476190474|387.3333333333333
1200302|2015.0|12003930.0|99.0354609929078|1.1560283687943262|1.4687670962134034|15.0|2.2836879432624113|148.36879432624113
1200328|2015.0|12005070.0|61.394366197183096|0.2112676056338028|0.30106627824911836|3.0|2.056338028169014|106.66197183098592
1200336|2015.0|12000205.0|161.30612244897958|2.306122448979592|0.44667181502952147|10.0|3.816326530612245|241.83673469387756
1200344|2015.0|12006580.0|104.41176470588235|1.3529411764705883|1.101979493497046|7.0|2.176470588235294|162.38235294117646
1200351|2015.0|12002410.0|136.3421052631579|0.2631578947368421|0.024837337614817243|6.0|2.986842105263158|153.21052631578948
1200385|2015.0|12009911.0|235.32142857142858|4.392857142857143|1.3964683532374254|12.0|5.214285714285714|385.2142857142857
1200393|2015.0|12002976.0|101.31914893617021|0.5957446808510638|0.07212130386009238|2.0|2.425531914893617|151.5744680851064
1200401|2015.0|12009172.0|464.5243445692884|11.453183520599252|3.4204723120375067|183.0|9.910112359550562|755.4569288389513
1200427|2015.0|12001465.0|128.55844155844156|1.051948051948052|0.3416722775662397|13.0|2.7777777777777777|179.5
1200435|2015.0|12007021.0|58.27272727272727|1.2545454545454546|0.7048229893423308|3.0|1.5818181818181818|114.21818181818182
1200450|2015.0|12009997.0|261.5|4.472222222222222|3.5662002096854155|19.0|5.388888888888889|438.05555555555554
1200500|2015.0|12007374.0|90.52229299363057|1.7388535031847134|0.8382069763797275|19.0|2.4012738853503186|145.76433121019107
1200609|2015.0|12005398.0|202.8125|1.9791666666666667|0.5596105130472239|19.0|3.46875|237.8125
1200708|2015.0|12017426.0|89.91304347826087|1.318840579710145|0.36372727432806473|10.0|2.652173913043478|156.52173913043478
1200807|2015.0|12011460.0|190.85714285714286|1.2571428571428571|0.34635468098737326|7.0|3.857142857142857|265.74285714285713
1300029|2015.0|13012533.0|122.0701754385965|2.0701754385964914|5.65406135619952|4.0|3.857142857142857|188.21428571428572
1300060|2015.0|13004298.0|150.0|2.413793103448276|1.1494266377743758|6.0|4.111111111111111|249.59259259259258
1300086|2015.0|13014269.0|116.59375|3.28125|1.7630274983283083|9.0|3.5161290322580645|324.64516129032256
1300102|2015.0|13014846.0|142.25|3.9642857142857144|0.9431322528413836|4.0|3.814814814814815|241.25925925925927
1300144|2015.0|13048368.0|213.05263157894737|2.1052631578947367|1.3340840771630487|5.0|6.888888888888889|360.94444444444446
1300201|2015.0|13004620.0|91.33802816901408|0.9014084507042254|0.3991740813188485|7.0|1.9705882352941178|142.44117647058823
1300300|2015.0|13018990.0|263.12280701754383|3.56140350877193|1.4046839470180104|6.0|6.1454545454545455|390.1636363636364
1300409|2015.0|13000055.0|121.0754716981132|1.4150943396226414|0.22358381377080414|8.0|4.044444444444444|208.42222222222222
1300508|2015.0|13037951.0|157.37864077669903|2.116504854368932|0.812373133124146|12.0|2.881188118811881|207.7128712871287
1300607|2015.0|13005006.0|234.1875|3.140625|0.6035261741501103|12.0|4.65625|338.015625
1300631|2015.0|13015338.0|102.83544303797468|1.7088607594936709|0.4698415677171881|6.0|2.236842105263158|142.80263157894737
1300680|2015.0|13038931.0|144.9056603773585|1.679245283018868|0.5118845404737888|8.0|3.0980392156862746|203.92156862745097
1300706|2015.0|13044737.0|92.13157894736842|0.9912280701754386|0.2692017581561077|22.0|2.455357142857143|168.66964285714286
1300805|2015.0|13048660.0|95.14110429447852|1.3680981595092025|0.4387970075090366|16.0|2.5123456790123457|133.27777777777777
1300839|2015.0|13016067.0|109.28|1.24|1.1913532954683104|5.0|3.0408163265306123|201.6734693877551
1300904|2015.0|13046470.0|85.8913043478261|1.1304347826086956|0.6950874862679742|5.0|2.3555555555555556|154.4
1301001|2015.0|13008480.0|183.91803278688525|4.508196721311475|1.5246951025830535|9.0|4.383333333333334|276.4
1301100|2015.0|13020269.0|280.37254901960785|3.588235294117647|3.827432380310388|19.0|5.56|310.42
1301159|2015.0|13020927.0|133.2962962962963|3.0925925925925926|4.799989224180274|23.0|3.6792452830188678|310.0566037735849
1301209|2015.0|13016369.0|156.33333333333334|2.146892655367232|0.4870782261609447|21.0|4.715909090909091|288.0056818181818
1301308|2015.0|13018329.0|130.11475409836066|5.098360655737705|4.94303786307631|14.0|2.8333333333333335|224.25
1301407|2015.0|13009010.0|259.16|4.72|2.2010254769704916|8.0|6.12|380.88
1301506|2015.0|13010042.0|123.70212765957447|1.574468085106383|0.3064681415147184|4.0|2.7872340425531914|173.27659574468086
1301605|2015.0|13005600.0|152.3448275862069|1.1896551724137931|0.7508477755915857|10.0|4.0|241.78181818181818
1301654|2015.0|13010700.0|76.03225806451613|0.7258064516129032|0.579103158882715|4.0|2.6557377049180326|132.11475409836066
1301704|2015.0|13049968.0|145.3302752293578|3.6513761467889907|7.358571326361352|27.0|4.027777777777778|242.2685185185185
1301803|2015.0|13011367.0|106.44680851063829|1.127659574468085|0.5738523038040729|4.0|2.5652173913043477|240.1086956521739
1301852|2015.0|13021486.0|313.1333333333333|2.1333333333333333|0.5981137035176893|29.0|6.297297297297297|377.72972972972974
1301902|2015.0|13032887.0|228.56875|3.31875|0.8119579129524706|25.0|4.746835443037975|353.80379746835445
1301951|2015.0|13012096.0|98.62790697674419|1.813953488372093|0.902916253179029|7.0|2.4523809523809526|132.71428571428572
1302009|2015.0|13035754.0|132.92592592592592|0.5185185185185185|0.4324769338428412|4.0|3.6923076923076925|276.3076923076923
1302108|2015.0|13003089.0|114.19047619047619|0.9047619047619048|0.25449101845401845|5.0|2.926829268292683|269.1707317073171
1302207|2015.0|13012290.0|141.83783783783784|1.5405405405405406|0.29824616731278075|6.0|3.0833333333333335|209.97222222222223
1302306|2015.0|13006690.0|96.10204081632654|0.7959183673469388|0.2647661172181927|10.0|2.185567010309278|132.79381443298968
1302405|2015.0|13046829.0|92.55345911949685|1.628930817610063|0.46543763788665393|16.0|2.1645569620253164|130.55696202531647
1302504|2015.0|13022423.0|236.39520958083833|3.287425149700599|1.60845228366742|33.0|3.6686746987951806|283.0421686746988
1302553|2015.0|13020358.0|129.33333333333334|2.6666666666666665|1.4957454061616078|3.0|5.590909090909091|265.77272727272725
1302603|2015.0|13025074.0|644.3426212590299|13.427244582043343|3.056406914067924|934.0|11.76580310880829|753.1564766839379
1302702|2015.0|13051261.0|96.4235294117647|1.8588235294117648|1.7063565289876397|15.0|2.6488095238095237|159.45833333333334
1302801|2015.0|13003259.0|84.91|0.52|0.19147143955894375|6.0|2.1818181818181817|137.13131313131314
1302900|2015.0|13039482.0|115.73684210526316|1.831578947368421|0.4606003513541359|14.0|2.556149732620321|154.6898395721925
1303007|2015.0|13041096.0|94.76119402985074|1.2238805970149254|0.4207138039487958|4.0|2.6666666666666665|181.06060606060606
