CO_MUNICIPIO|ANO_CENSO|NUM_COMP_ALUNOS_POR_CIDADE
2100956|2015.0|55.0
2101004|2015.0|94.0
2101103|2015.0|39.0
2101202|2015.0|806.0
2101251|2015.0|102.0
2101301|2015.0|35.0
2101350|2015.0|43.0
2101400|2015.0|448.0
2101509|2015.0|143.0
2101608|2015.0|753.0
2101707|2015.0|660.0
2101731|2015.0|18.0
2101772|2015.0|100.0
2101806|2015.0|48.0
2101905|2015.0|71.0
2101939|2015.0|17.0
2101970|2015.0|0.0
2102002|2015.0|142.0
2102036|2015.0|35.0
2102077|2015.0|31.0
2102101|2015.0|111.0
2102150|2015.0|20.0
2102200|2015.0|233.0
2102309|2015.0|228.0
2102325|2015.0|164.0
2102358|2015.0|83.0
2102374|2015.0|18.0
2102408|2015.0|7.0
2102507|2015.0|41.0
2102556|2015.0|128.0
2102606|2015.0|13.0
2102705|2015.0|18.0
2102754|2015.0|53.0
2102804|2015.0|197.0
2102903|2015.0|122.0
2103000|2015.0|1179.0
2103109|2015.0|25.0
2103125|2015.0|42.0
2103158|2015.0|66.0
2103174|2015.0|92.0
2103208|2015.0|376.0
2103257|2015.0|92.0
2103307|2015.0|398.0
2103406|2015.0|247.0
2103505|2015.0|164.0
2103554|2015.0|19.0
2103604|2015.0|354.0
2103703|2015.0|95.0
2103752|2015.0|88.0
2103802|2015.0|81.0
2103901|2015.0|83.0
2104008|2015.0|109.0
2104057|2015.0|110.0
2104073|2015.0|67.0
2104081|2015.0|82.0
2104099|2015.0|99.0
2104107|2015.0|41.0
2104206|2015.0|96.0
2104305|2015.0|36.0
2104404|2015.0|73.0
2104503|2015.0|91.0
2104552|2015.0|102.0
2104602|2015.0|14.0
2104628|2015.0|96.0
2104651|2015.0|45.0
2104677|2015.0|67.0
2104701|2015.0|53.0
2104800|2015.0|60.0
2104909|2015.0|64.0
2105005|2015.0|179.0
2105104|2015.0|94.0
2105153|2015.0|109.0
2105203|2015.0|65.0
2105302|2015.0|1662.0
2105351|2015.0|16.0
2105401|2015.0|164.0
2105427|2015.0|165.0
2105450|2015.0|48.0
2105476|2015.0|64.0
2105500|2015.0|286.0
2105609|2015.0|8.0
2105658|2015.0|62.0
2105708|2015.0|216.0
2105807|2015.0|66.0
2105906|2015.0|38.0
2105922|2015.0|48.0
2105948|2015.0|60.0
2105963|2015.0|92.0
2105989|2015.0|56.0
2106003|2015.0|33.0
2106102|2015.0|100.0
2106201|2015.0|19.0
2106300|2015.0|134.0
2106326|2015.0|44.0
2106359|2015.0|5.0
2106375|2015.0|75.0
2106409|2015.0|112.0
2106508|2015.0|48.0
2106607|2015.0|149.0
2106631|2015.0|104.0
2106672|2015.0|15.0
2106706|2015.0|71.0
2106755|2015.0|39.0
2106805|2015.0|47.0
2106904|2015.0|192.0
2107001|2015.0|60.0
2107100|2015.0|47.0
2107209|2015.0|64.0
2107258|2015.0|29.0
2107308|2015.0|25.0
2107357|2015.0|58.0
2107407|2015.0|58.0
2107456|2015.0|31.0
2107506|2015.0|199.0
2107605|2015.0|34.0
2107704|2015.0|110.0
2107803|2015.0|61.0
2107902|2015.0|92.0
2108009|2015.0|112.0
2108058|2015.0|70.0
2108108|2015.0|33.0
2108207|2015.0|260.0
2108256|2015.0|61.0
2108306|2015.0|50.0
2108405|2015.0|30.0
2108454|2015.0|72.0
2108504|2015.0|172.0
2108603|2015.0|393.0
2108702|2015.0|168.0
2108801|2015.0|61.0
2108900|2015.0|144.0
2109007|2015.0|248.0
2109056|2015.0|25.0
2109106|2015.0|211.0
2109205|2015.0|26.0
2109239|2015.0|13.0
2109270|2015.0|84.0
2109304|2015.0|42.0
2109403|2015.0|36.0
2109452|2015.0|39.0
2109502|2015.0|124.0
2109551|2015.0|51.0
2109601|2015.0|175.0
2109700|2015.0|29.0
2109759|2015.0|7.0
2109809|2015.0|43.0
2109908|2015.0|395.0
2110005|2015.0|258.0
2110039|2015.0|85.0
2110104|2015.0|83.0
2110203|2015.0|79.0
2110237|2015.0|20.0
2110278|2015.0|24.0
2110302|2015.0|48.0
2110401|2015.0|139.0
2110500|2015.0|42.0
2110609|2015.0|62.0
2110658|2015.0|18.0
2110708|2015.0|227.0
2110807|2015.0|59.0
2110856|2015.0|33.0
2110906|2015.0|27.0
2111003|2015.0|21.0
2111029|2015.0|109.0
2111052|2015.0|46.0
2111078|2015.0|84.0
2111102|2015.0|239.0
2111201|2015.0|741.0
2111250|2015.0|30.0
2111300|2015.0|4783.0
2111409|2015.0|96.0
2111508|2015.0|44.0
2111532|2015.0|83.0
2111573|2015.0|39.0
2111607|2015.0|272.0
2111631|2015.0|9.0
2111672|2015.0|31.0
2111706|2015.0|53.0
2111722|2015.0|20.0
2111748|2015.0|36.0
2111763|2015.0|87.0
2111789|2015.0|22.0
2111805|2015.0|87.0
2111904|2015.0|77.0
2111953|2015.0|29.0
2112001|2015.0|23.0
2112100|2015.0|79.0
2112209|2015.0|478.0
2112233|2015.0|87.0
2112274|2015.0|68.0
2112308|2015.0|268.0
2112407|2015.0|27.0
2112456|2015.0|36.0
2112506|2015.0|110.0
2112605|2015.0|64.0
2112704|2015.0|399.0
2112803|2015.0|318.0
2112852|2015.0|52.0
2112902|2015.0|91.0
2113009|2015.0|172.0
2114007|2015.0|174.0
2200053|2015.0|29.0
2200103|2015.0|27.0
2200202|2015.0|123.0
2200251|2015.0|18.0
2200277|2015.0|45.0
2200301|2015.0|90.0
2200400|2015.0|302.0
2200459|2015.0|44.0
2200509|2015.0|58.0
2200608|2015.0|75.0
2200707|2015.0|73.0
2200806|2015.0|31.0
2200905|2015.0|36.0
2200954|2015.0|30.0
2201002|2015.0|32.0
2201051|2015.0|18.0
2201101|2015.0|19.0
2201150|2015.0|33.0
2201176|2015.0|50.0
2201200|2015.0|465.0
2201309|2015.0|20.0
2201408|2015.0|59.0
2201507|2015.0|38.0
2201556|2015.0|74.0
2201572|2015.0|55.0
2201606|2015.0|106.0
2201705|2015.0|59.0
2201739|2015.0|18.0
2201770|2015.0|88.0
2201804|2015.0|23.0
2201903|2015.0|238.0
2201919|2015.0|89.0
2201929|2015.0|27.0
2201945|2015.0|30.0
2201960|2015.0|59.0
2201988|2015.0|17.0
2202000|2015.0|130.0
2202026|2015.0|91.0
2202059|2015.0|29.0
2202075|2015.0|29.0
2202083|2015.0|62.0
2202091|2015.0|74.0
2202109|2015.0|33.0
2202117|2015.0|10.0
2202133|2015.0|93.0
2202174|2015.0|17.0
2202208|2015.0|375.0
2202251|2015.0|66.0
2202307|2015.0|78.0
2202406|2015.0|119.0
2202455|2015.0|12.0
2202505|2015.0|18.0
2202539|2015.0|10.0
2202554|2015.0|21.0
2202604|2015.0|204.0
2202653|2015.0|43.0
2202703|2015.0|257.0
2202711|2015.0|63.0
2202729|2015.0|54.0
2202737|2015.0|21.0
2202752|2015.0|68.0
2202778|2015.0|48.0
2202802|2015.0|37.0
2202851|2015.0|19.0
2202901|2015.0|259.0
2203008|2015.0|20.0
2203107|2015.0|62.0
2203206|2015.0|79.0
2203230|2015.0|50.0
2203255|2015.0|26.0
2203271|2015.0|22.0
2203305|2015.0|38.0
2203354|2015.0|29.0
2203404|2015.0|80.0
2203420|2015.0|58.0
2203453|2015.0|32.0
2203503|2015.0|73.0
2203602|2015.0|26.0
2203701|2015.0|107.0
2203750|2015.0|33.0
2203800|2015.0|67.0
2203859|2015.0|35.0
2203909|2015.0|1120.0
2204006|2015.0|92.0
2204105|2015.0|36.0
2204154|2015.0|50.0
2204204|2015.0|19.0
2204303|2015.0|107.0
2204352|2015.0|78.0
2204402|2015.0|26.0
2204501|2015.0|110.0
2204550|2015.0|56.0
2204600|2015.0|37.0
2204659|2015.0|58.0
2204709|2015.0|103.0
2204808|2015.0|69.0
2204907|2015.0|115.0
2205003|2015.0|49.0
2205102|2015.0|19.0
2205151|2015.0|77.0
2205201|2015.0|108.0
2205250|2015.0|60.0
2205276|2015.0|112.0
2205300|2015.0|23.0
2205359|2015.0|18.0
2205409|2015.0|63.0
2205458|2015.0|46.0
2205508|2015.0|148.0
2205516|2015.0|15.0
2205524|2015.0|12.0
2205532|2015.0|34.0
2205540|2015.0|49.0
2205557|2015.0|42.0
2205565|2015.0|40.0
2205573|2015.0|37.0
2205581|2015.0|56.0
2205599|2015.0|63.0
2205607|2015.0|36.0
2205706|2015.0|93.0
2205805|2015.0|203.0
2205854|2015.0|3.0
2205904|2015.0|48.0
2205953|2015.0|75.0
2206001|2015.0|38.0
2206050|2015.0|17.0
2206100|2015.0|41.0
2206209|2015.0|85.0
2206308|2015.0|13.0
2206357|2015.0|75.0
2206407|2015.0|114.0
2206506|2015.0|67.0
2206605|2015.0|45.0
2206654|2015.0|13.0
2206670|2015.0|40.0
2206696|2015.0|10.0
2206704|2015.0|18.0
2206720|2015.0|45.0
2206753|2015.0|64.0
2206803|2015.0|133.0
2206902|2015.0|43.0
2206951|2015.0|18.0
2207009|2015.0|609.0
2207108|2015.0|20.0
2207207|2015.0|24.0
2207306|2015.0|12.0
2207355|2015.0|33.0
2207405|2015.0|88.0
2207504|2015.0|70.0
2207553|2015.0|10.0
2207603|2015.0|19.0
2207702|2015.0|1187.0
2207751|2015.0|31.0
2207777|2015.0|65.0
2207793|2015.0|21.0
2207801|2015.0|275.0
2207850|2015.0|0.0
2207900|2015.0|176.0
2207934|2015.0|17.0
2207959|2015.0|14.0
2208007|2015.0|1098.0
2208106|2015.0|82.0
2208205|2015.0|100.0
2208304|2015.0|305.0
2208403|2015.0|540.0
2208502|2015.0|71.0
2208551|2015.0|47.0
2208601|2015.0|14.0
2208650|2015.0|30.0
2208700|2015.0|83.0
2208809|2015.0|113.0
2208858|2015.0|70.0
2208874|2015.0|13.0
2208908|2015.0|38.0
2209005|2015.0|0.0
2209104|2015.0|99.0
2209153|2015.0|29.0
2209203|2015.0|62.0
2209302|2015.0|28.0
2209351|2015.0|46.0
2209377|2015.0|51.0
2209401|2015.0|74.0
2209450|2015.0|35.0
2209500|2015.0|25.0
2209559|2015.0|54.0
2209609|2015.0|10.0
2209658|2015.0|32.0
2209708|2015.0|22.0
2209757|2015.0|10.0
2209807|2015.0|44.0
2209856|2015.0|66.0
2209872|2015.0|16.0
2209906|2015.0|37.0
2209955|2015.0|22.0
2209971|2015.0|8.0
2210003|2015.0|204.0
2210052|2015.0|12.0
2210102|2015.0|20.0
2210201|2015.0|71.0
2210300|2015.0|72.0
2210359|2015.0|21.0
2210375|2015.0|20.0
2210383|2015.0|18.0
2210391|2015.0|8.0
2210409|2015.0|91.0
2210508|2015.0|108.0
2210607|2015.0|298.0
2210623|2015.0|10.0
2210631|2015.0|42.0
2210656|2015.0|26.0
2210706|2015.0|123.0
2210805|2015.0|58.0
2210904|2015.0|34.0
2210938|2015.0|62.0
2210953|2015.0|10.0
2210979|2015.0|30.0
2211001|2015.0|4211.0
2211100|2015.0|157.0
2211209|2015.0|92.0
2211308|2015.0|303.0
2211357|2015.0|10.0
2211407|2015.0|38.0
2211506|2015.0|9.0
2211605|2015.0|35.0
2211704|2015.0|26.0
2300101|2015.0|64.0
2300150|2015.0|93.0
2300200|2015.0|577.0
2300309|2015.0|308.0
2300408|2015.0|80.0
2300507|2015.0|55.0
2300606|2015.0|29.0
2300705|2015.0|184.0
2300754|2015.0|363.0
2300804|2015.0|86.0
2300903|2015.0|135.0
2301000|2015.0|713.0
2301109|2015.0|1045.0
2301208|2015.0|260.0
2301257|2015.0|77.0
2301307|2015.0|196.0
2301406|2015.0|87.0
2301505|2015.0|80.0
2301604|2015.0|205.0
2301703|2015.0|163.0
2301802|2015.0|44.0
2301851|2015.0|159.0
2301901|2015.0|627.0
2301950|2015.0|167.0
2302008|2015.0|248.0
2302057|2015.0|66.0
2302107|2015.0|476.0
2302206|2015.0|350.0
2302305|2015.0|286.0
2302404|2015.0|733.0
2302503|2015.0|451.0
2302602|2015.0|415.0
2302701|2015.0|256.0
2302800|2015.0|557.0
2302909|2015.0|135.0
2303006|2015.0|63.0
2303105|2015.0|213.0
2303204|2015.0|134.0
2303303|2015.0|87.0
2303402|2015.0|212.0
2303501|2015.0|579.0
2303600|2015.0|27.0
2303659|2015.0|58.0
2303709|2015.0|1956.0
2303808|2015.0|324.0
2303907|2015.0|54.0
2303931|2015.0|103.0
2303956|2015.0|154.0
2304004|2015.0|246.0
2304103|2015.0|1029.0
2304202|2015.0|893.0
2304236|2015.0|120.0
2304251|2015.0|201.0
2304269|2015.0|86.0
2304277|2015.0|57.0
2304285|2015.0|575.0
2304301|2015.0|182.0
2304350|2015.0|72.0
2304400|2015.0|17833.0
2304459|2015.0|67.0
2304509|2015.0|111.0
2304608|2015.0|97.0
2304657|2015.0|69.0
2304707|2015.0|298.0
2304806|2015.0|76.0
2304905|2015.0|77.0
2304954|2015.0|233.0
2305001|2015.0|407.0
2305100|2015.0|50.0
2305209|2015.0|186.0
2305233|2015.0|406.0
2305266|2015.0|93.0
2305308|2015.0|119.0
2305332|2015.0|127.0
2305357|2015.0|83.0
2305407|2015.0|576.0
2305506|2015.0|1129.0
2305605|2015.0|195.0
2305654|2015.0|98.0
2305704|2015.0|91.0
2305803|2015.0|346.0
2305902|2015.0|230.0
2306009|2015.0|108.0
2306108|2015.0|290.0
2306207|2015.0|56.0
2306256|2015.0|360.0
2306306|2015.0|398.0
2306405|2015.0|1287.0
2306504|2015.0|145.0
2306553|2015.0|338.0
2306603|2015.0|367.0
2306702|2015.0|84.0
2306801|2015.0|107.0
2306900|2015.0|456.0
2307007|2015.0|351.0
2307106|2015.0|219.0
2307205|2015.0|88.0
2307254|2015.0|110.0
2307304|2015.0|1750.0
2307403|2015.0|199.0
2307502|2015.0|273.0
2307601|2015.0|436.0
2307635|2015.0|165.0
2307650|2015.0|1905.0
2307700|2015.0|810.0
2307809|2015.0|209.0
2307908|2015.0|119.0
2308005|2015.0|346.0
2308104|2015.0|545.0
2308203|2015.0|112.0
2308302|2015.0|230.0
2308351|2015.0|45.0
2308377|2015.0|100.0
2308401|2015.0|228.0
2308500|2015.0|427.0
2308609|2015.0|220.0
2308708|2015.0|549.0
2308807|2015.0|47.0
2308906|2015.0|159.0
2309003|2015.0|63.0
2309102|2015.0|62.0
2309201|2015.0|72.0
2309300|2015.0|312.0
2309409|2015.0|278.0
2309458|2015.0|140.0
2309508|2015.0|192.0
2309607|2015.0|301.0
2309706|2015.0|470.0
2309805|2015.0|69.0
2309904|2015.0|131.0
2310001|2015.0|132.0
2310100|2015.0|69.0
2310209|2015.0|318.0
2310258|2015.0|126.0
2310308|2015.0|156.0
2310407|2015.0|53.0
2310506|2015.0|416.0
2310605|2015.0|78.0
2310704|2015.0|252.0
2310803|2015.0|221.0
2310852|2015.0|162.0
2310902|2015.0|80.0
2310951|2015.0|75.0
2311009|2015.0|115.0
2311108|2015.0|184.0
2311207|2015.0|65.0
2311231|2015.0|96.0
2311264|2015.0|224.0
2311306|2015.0|785.0
2311355|2015.0|147.0
2311405|2015.0|2080.0
2311504|2015.0|138.0
2311603|2015.0|373.0
2311702|2015.0|180.0
2311801|2015.0|777.0
2311900|2015.0|125.0
2311959|2015.0|138.0
2312007|2015.0|113.0
2312106|2015.0|91.0
2312205|2015.0|338.0
2312304|2015.0|509.0
2312403|2015.0|388.0
2312502|2015.0|67.0
2312601|2015.0|132.0
2312700|2015.0|160.0
2312809|2015.0|10.0
2312908|2015.0|1935.0
2313005|2015.0|181.0
2313104|2015.0|290.0
2313203|2015.0|476.0
2313252|2015.0|55.0
2313302|2015.0|1239.0
