CO_MUNICIPIO|ANO_CENSO|NUM_COMP_ALUNOS_POR_CIDADE
1506195|2017.0|180.0
1506203|2017.0|93.0
1506302|2017.0|74.0
1506351|2017.0|172.0
1506401|2017.0|10.0
1506500|2017.0|261.0
1506559|2017.0|49.0
1506583|2017.0|72.0
1506609|2017.0|92.0
1506708|2017.0|16.0
1506807|2017.0|2082.0
1506906|2017.0|83.0
1507003|2017.0|92.0
1507102|2017.0|21.0
1507151|2017.0|82.0
1507201|2017.0|43.0
1507300|2017.0|94.0
1507409|2017.0|154.0
1507458|2017.0|166.0
1507466|2017.0|14.0
1507474|2017.0|38.0
1507508|2017.0|78.0
1507607|2017.0|217.0
1507706|2017.0|113.0
1507755|2017.0|3.0
1507805|2017.0|71.0
1507904|2017.0|80.0
1507953|2017.0|321.0
1507961|2017.0|11.0
1507979|2017.0|46.0
1508001|2017.0|351.0
1508035|2017.0|59.0
1508050|2017.0|42.0
1508084|2017.0|138.0
1508100|2017.0|948.0
1508126|2017.0|193.0
1508159|2017.0|96.0
1508209|2017.0|182.0
1508308|2017.0|129.0
1508357|2017.0|157.0
1508407|2017.0|294.0
1600055|2017.0|75.0
1600105|2017.0|55.0
1600154|2017.0|112.0
1600204|2017.0|54.0
1600212|2017.0|9.0
1600238|2017.0|38.0
1600253|2017.0|36.0
1600279|2017.0|417.0
1600303|2017.0|2568.0
1600402|2017.0|45.0
1600501|2017.0|104.0
1600535|2017.0|169.0
1600550|2017.0|15.0
1600600|2017.0|892.0
1600709|2017.0|70.0
1600808|2017.0|88.0
1700251|2017.0|6.0
1700301|2017.0|37.0
1700350|2017.0|6.0
1700400|2017.0|107.0
1700707|2017.0|80.0
1701002|2017.0|50.0
1701051|2017.0|30.0
1701101|2017.0|27.0
1701309|2017.0|5.0
1701903|2017.0|71.0
1702000|2017.0|42.0
1702109|2017.0|1343.0
1702158|2017.0|17.0
1702208|2017.0|354.0
1702307|2017.0|8.0
1702406|2017.0|123.0
1702554|2017.0|84.0
1702703|2017.0|11.0
1702901|2017.0|24.0
1703008|2017.0|42.0
1703057|2017.0|25.0
1703073|2017.0|33.0
1703107|2017.0|42.0
1703206|2017.0|18.0
1703305|2017.0|22.0
1703602|2017.0|16.0
1703701|2017.0|50.0
1703800|2017.0|40.0
1703826|2017.0|13.0
1703842|2017.0|22.0
1703867|2017.0|10.0
1703883|2017.0|10.0
1703891|2017.0|0.0
1703909|2017.0|29.0
1704105|2017.0|1.0
1704600|2017.0|2.0
1705102|2017.0|9.0
1705508|2017.0|183.0
1705557|2017.0|39.0
1705607|2017.0|50.0
1706001|2017.0|30.0
1706100|2017.0|27.0
1706258|2017.0|23.0
1706506|2017.0|1.0
1707009|2017.0|206.0
1707108|2017.0|17.0
1707207|2017.0|39.0
1707306|2017.0|25.0
1707405|2017.0|4.0
1707553|2017.0|32.0
1707652|2017.0|12.0
1707702|2017.0|43.0
1708205|2017.0|233.0
1708254|2017.0|29.0
1708304|2017.0|28.0
1709005|2017.0|46.0
1709302|2017.0|108.0
1709500|2017.0|797.0
1709807|2017.0|0.0
1710508|2017.0|47.0
1710706|2017.0|0.0
1710904|2017.0|13.0
1711100|2017.0|8.0
1711506|2017.0|25.0
1711803|2017.0|1.0
1711902|2017.0|103.0
1711951|2017.0|0.0
1712009|2017.0|16.0
1712157|2017.0|10.0
1712405|2017.0|27.0
1712454|2017.0|22.0
1712504|2017.0|9.0
1712702|2017.0|5.0
1712801|2017.0|10.0
1713205|2017.0|116.0
1713304|2017.0|57.0
1713601|2017.0|52.0
1713700|2017.0|18.0
1713809|2017.0|34.0
1713957|2017.0|2.0
1714203|2017.0|104.0
1714302|2017.0|13.0
1714880|2017.0|87.0
1715002|2017.0|32.0
1715101|2017.0|26.0
1715150|2017.0|17.0
1715259|2017.0|23.0
1715507|2017.0|9.0
1715705|2017.0|0.0
1715754|2017.0|43.0
1716109|2017.0|319.0
1716208|2017.0|65.0
1716307|2017.0|10.0
1716505|2017.0|118.0
1716604|2017.0|24.0
1716653|2017.0|18.0
1716703|2017.0|33.0
1717008|2017.0|40.0
1717206|2017.0|3.0
1717503|2017.0|36.0
1717800|2017.0|41.0
1717909|2017.0|50.0
1718006|2017.0|39.0
1718204|2017.0|404.0
1718303|2017.0|16.0
1718402|2017.0|31.0
1718451|2017.0|25.0
1718501|2017.0|0.0
1718550|2017.0|25.0
1718659|2017.0|10.0
1718709|2017.0|10.0
1718758|2017.0|27.0
1718808|2017.0|10.0
1718840|2017.0|14.0
1718865|2017.0|36.0
1718881|2017.0|0.0
1718899|2017.0|26.0
1718907|2017.0|53.0
1719004|2017.0|11.0
1720002|2017.0|7.0
1720101|2017.0|0.0
1720150|2017.0|2.0
1720200|2017.0|15.0
1720259|2017.0|4.0
1720309|2017.0|0.0
1720499|2017.0|34.0
1720655|2017.0|23.0
1720804|2017.0|21.0
1720853|2017.0|27.0
1720903|2017.0|137.0
1720937|2017.0|19.0
1720978|2017.0|27.0
1721000|2017.0|1602.0
1721109|2017.0|65.0
1721208|2017.0|121.0
1721257|2017.0|21.0
1721307|2017.0|20.0
1722081|2017.0|105.0
1722107|2017.0|41.0
2100055|2017.0|482.0
2100105|2017.0|37.0
2100154|2017.0|53.0
2100204|2017.0|75.0
2100303|2017.0|134.0
2100402|2017.0|1.0
2100436|2017.0|83.0
2100477|2017.0|28.0
2100501|2017.0|21.0
2100550|2017.0|44.0
2100600|2017.0|36.0
2100709|2017.0|39.0
2100808|2017.0|76.0
2100832|2017.0|73.0
2100873|2017.0|15.0
2100907|2017.0|148.0
2100956|2017.0|83.0
2101004|2017.0|85.0
2101103|2017.0|37.0
2101202|2017.0|821.0
2101251|2017.0|90.0
2101301|2017.0|40.0
2101350|2017.0|36.0
2101400|2017.0|444.0
2101509|2017.0|158.0
2101608|2017.0|690.0
2101707|2017.0|214.0
2101731|2017.0|20.0
2101772|2017.0|65.0
2101806|2017.0|28.0
2101905|2017.0|39.0
2101939|2017.0|14.0
2101970|2017.0|0.0
2102002|2017.0|122.0
2102036|2017.0|30.0
2102077|2017.0|24.0
2102101|2017.0|80.0
2102150|2017.0|29.0
2102200|2017.0|242.0
2102309|2017.0|184.0
2102325|2017.0|185.0
2102358|2017.0|132.0
2102374|2017.0|18.0
2102408|2017.0|12.0
2102507|2017.0|51.0
2102556|2017.0|134.0
2102606|2017.0|10.0
2102705|2017.0|42.0
2102754|2017.0|56.0
2102804|2017.0|212.0
2102903|2017.0|94.0
2103000|2017.0|1204.0
2103109|2017.0|13.0
2103125|2017.0|36.0
2103158|2017.0|42.0
2103174|2017.0|41.0
2103208|2017.0|432.0
2103257|2017.0|88.0
2103307|2017.0|453.0
2103406|2017.0|216.0
2103505|2017.0|133.0
2103554|2017.0|21.0
2103604|2017.0|174.0
2103703|2017.0|35.0
2103752|2017.0|82.0
2103802|2017.0|60.0
2103901|2017.0|64.0
2104008|2017.0|112.0
2104057|2017.0|99.0
2104073|2017.0|57.0
2104081|2017.0|83.0
2104099|2017.0|86.0
2104107|2017.0|46.0
2104206|2017.0|91.0
2104305|2017.0|20.0
2104404|2017.0|68.0
2104503|2017.0|79.0
2104552|2017.0|104.0
2104602|2017.0|4.0
2104628|2017.0|94.0
2104651|2017.0|17.0
2104677|2017.0|23.0
2104701|2017.0|50.0
2104800|2017.0|74.0
2104909|2017.0|40.0
2105005|2017.0|164.0
2105104|2017.0|92.0
2105153|2017.0|21.0
2105203|2017.0|51.0
2105302|2017.0|1600.0
2105351|2017.0|23.0
2105401|2017.0|132.0
2105427|2017.0|140.0
2105450|2017.0|41.0
2105476|2017.0|90.0
2105500|2017.0|274.0
2105609|2017.0|18.0
2105658|2017.0|4.0
2105708|2017.0|204.0
2105807|2017.0|81.0
2105906|2017.0|41.0
2105922|2017.0|40.0
2105948|2017.0|68.0
2105963|2017.0|104.0
2105989|2017.0|49.0
2106003|2017.0|26.0
2106102|2017.0|95.0
2106201|2017.0|16.0
2106300|2017.0|85.0
2106326|2017.0|31.0
2106359|2017.0|6.0
2106375|2017.0|22.0
2106409|2017.0|100.0
2106508|2017.0|56.0
2106607|2017.0|161.0
2106631|2017.0|72.0
2106672|2017.0|36.0
2106706|2017.0|118.0
2106755|2017.0|20.0
2106805|2017.0|20.0
2106904|2017.0|163.0
2107001|2017.0|68.0
2107100|2017.0|32.0
2107209|2017.0|50.0
2107258|2017.0|30.0
2107308|2017.0|24.0
2107357|2017.0|24.0
2107407|2017.0|77.0
2107456|2017.0|22.0
2107506|2017.0|127.0
2107605|2017.0|15.0
2107704|2017.0|109.0
2107803|2017.0|79.0
2107902|2017.0|57.0
2108009|2017.0|146.0
2108058|2017.0|62.0
2108108|2017.0|73.0
2108207|2017.0|317.0
2108256|2017.0|50.0
2108306|2017.0|37.0
2108405|2017.0|30.0
2108454|2017.0|90.0
2108504|2017.0|291.0
2108603|2017.0|332.0
2108702|2017.0|116.0
2108801|2017.0|42.0
2108900|2017.0|126.0
2109007|2017.0|273.0
2109056|2017.0|8.0
2109106|2017.0|263.0
2109205|2017.0|28.0
2109239|2017.0|4.0
2109270|2017.0|77.0
2109304|2017.0|29.0
2109403|2017.0|9.0
2109452|2017.0|40.0
2109502|2017.0|98.0
2109551|2017.0|35.0
2109601|2017.0|77.0
2109700|2017.0|21.0
2109759|2017.0|3.0
2109809|2017.0|33.0
2109908|2017.0|286.0
2110005|2017.0|260.0
2110039|2017.0|48.0
2110104|2017.0|91.0
2110203|2017.0|165.0
2110237|2017.0|32.0
2110278|2017.0|24.0
2110302|2017.0|40.0
2110401|2017.0|112.0
2110500|2017.0|42.0
2110609|2017.0|35.0
2110658|2017.0|18.0
2110708|2017.0|260.0
2110807|2017.0|36.0
2110856|2017.0|30.0
2110906|2017.0|38.0
2111003|2017.0|12.0
2111029|2017.0|66.0
2111052|2017.0|46.0
2111078|2017.0|95.0
2111102|2017.0|270.0
2111201|2017.0|766.0
2111250|2017.0|14.0
2111300|2017.0|4574.0
2111409|2017.0|108.0
2111508|2017.0|45.0
2111532|2017.0|42.0
2111573|2017.0|50.0
2111607|2017.0|226.0
2111631|2017.0|8.0
2111672|2017.0|12.0
2111706|2017.0|58.0
2111722|2017.0|0.0
2111748|2017.0|21.0
2111763|2017.0|98.0
2111789|2017.0|20.0
2111805|2017.0|88.0
2111904|2017.0|23.0
2111953|2017.0|12.0
2112001|2017.0|17.0
2112100|2017.0|1.0
2112209|2017.0|420.0
2112233|2017.0|53.0
2112274|2017.0|43.0
2112308|2017.0|225.0
2112407|2017.0|30.0
2112456|2017.0|22.0
2112506|2017.0|163.0
2112605|2017.0|86.0
2112704|2017.0|163.0
2112803|2017.0|298.0
2112852|2017.0|68.0
2112902|2017.0|67.0
2113009|2017.0|166.0
2114007|2017.0|134.0
2200053|2017.0|34.0
2200103|2017.0|31.0
2200202|2017.0|80.0
2200251|2017.0|28.0
2200277|2017.0|38.0
2200301|2017.0|83.0
2200400|2017.0|268.0
2200459|2017.0|48.0
2200509|2017.0|88.0
2200608|2017.0|159.0
2200707|2017.0|53.0
2200806|2017.0|10.0
2200905|2017.0|26.0
2200954|2017.0|23.0
2201002|2017.0|18.0
2201051|2017.0|53.0
2201101|2017.0|6.0
2201150|2017.0|21.0
2201176|2017.0|50.0
2201200|2017.0|297.0
2201309|2017.0|22.0
2201408|2017.0|59.0
2201507|2017.0|46.0
2201556|2017.0|73.0
2201572|2017.0|47.0
2201606|2017.0|83.0
2201705|2017.0|60.0
2201739|2017.0|15.0
2201770|2017.0|82.0
2201804|2017.0|27.0
2201903|2017.0|315.0
2201919|2017.0|88.0
2201929|2017.0|27.0
2201945|2017.0|51.0
2201960|2017.0|61.0
2201988|2017.0|5.0
2202000|2017.0|104.0
2202026|2017.0|91.0
2202059|2017.0|71.0
2202075|2017.0|24.0
2202083|2017.0|48.0
2202091|2017.0|54.0
2202109|2017.0|34.0
2202117|2017.0|21.0
2202133|2017.0|69.0
2202174|2017.0|4.0
2202208|2017.0|470.0
2202251|2017.0|64.0
2202307|2017.0|61.0
2202406|2017.0|143.0
2202455|2017.0|5.0
2202505|2017.0|20.0
2202539|2017.0|10.0
2202554|2017.0|20.0
2202604|2017.0|185.0
2202653|2017.0|43.0
2202703|2017.0|260.0
2202711|2017.0|67.0
2202729|2017.0|51.0
2202737|2017.0|2.0
2202752|2017.0|65.0
2202778|2017.0|42.0
2202802|2017.0|36.0
2202851|2017.0|14.0
2202901|2017.0|248.0
2203008|2017.0|48.0
2203107|2017.0|88.0
2203206|2017.0|76.0
2203230|2017.0|35.0
2203255|2017.0|24.0
2203271|2017.0|21.0
2203305|2017.0|59.0
2203354|2017.0|22.0
2203404|2017.0|68.0
2203420|2017.0|26.0
2203453|2017.0|31.0
2203503|2017.0|72.0
2203602|2017.0|23.0
2203701|2017.0|116.0
2203750|2017.0|17.0
2203800|2017.0|67.0
2203859|2017.0|29.0
2203909|2017.0|731.0
2204006|2017.0|93.0
2204105|2017.0|32.0
2204154|2017.0|40.0
2204204|2017.0|7.0
2204303|2017.0|73.0
2204352|2017.0|80.0
2204402|2017.0|28.0
2204501|2017.0|88.0
2204550|2017.0|93.0
2204600|2017.0|36.0
2204659|2017.0|17.0
2204709|2017.0|95.0
2204808|2017.0|36.0
2204907|2017.0|50.0
2205003|2017.0|66.0
2205102|2017.0|19.0
2205151|2017.0|54.0
2205201|2017.0|80.0
2205250|2017.0|51.0
2205276|2017.0|74.0
2205300|2017.0|23.0
2205359|2017.0|18.0
2205409|2017.0|57.0
2205458|2017.0|38.0
2205508|2017.0|169.0
2205516|2017.0|27.0
2205524|2017.0|26.0
2205532|2017.0|47.0
2205540|2017.0|32.0
2205557|2017.0|12.0
2205565|2017.0|34.0
2205573|2017.0|23.0
2205581|2017.0|30.0
2205599|2017.0|67.0
2205607|2017.0|52.0
2205706|2017.0|91.0
2205805|2017.0|221.0
2205854|2017.0|4.0
2205904|2017.0|45.0
2205953|2017.0|82.0
2206001|2017.0|1.0
2206050|2017.0|17.0
2206100|2017.0|25.0
2206209|2017.0|116.0
2206308|2017.0|13.0
2206357|2017.0|66.0
2206407|2017.0|104.0
2206506|2017.0|73.0
2206605|2017.0|60.0
2206654|2017.0|13.0
2206670|2017.0|20.0
2206696|2017.0|7.0
2206704|2017.0|65.0
2206720|2017.0|35.0
2206753|2017.0|58.0
2206803|2017.0|169.0
2206902|2017.0|41.0
2206951|2017.0|18.0
2207009|2017.0|470.0
2207108|2017.0|12.0
2207207|2017.0|12.0
2207306|2017.0|2.0
2207355|2017.0|26.0
2207405|2017.0|70.0
2207504|2017.0|62.0
2207553|2017.0|12.0
2207603|2017.0|24.0
2207702|2017.0|867.0
2207751|2017.0|29.0
2207777|2017.0|68.0
2207793|2017.0|21.0
2207801|2017.0|170.0
2207850|2017.0|5.0
2207900|2017.0|154.0
2207934|2017.0|6.0
2207959|2017.0|28.0
2208007|2017.0|1137.0
2208106|2017.0|94.0
2208205|2017.0|141.0
2208304|2017.0|135.0
2208403|2017.0|530.0
2208502|2017.0|43.0
2208551|2017.0|38.0
2208601|2017.0|10.0
2208650|2017.0|32.0
2208700|2017.0|77.0
2208809|2017.0|81.0
2208858|2017.0|63.0
2208874|2017.0|3.0
2208908|2017.0|47.0
2209005|2017.0|2.0
2209104|2017.0|131.0
2209153|2017.0|29.0
2209203|2017.0|49.0
2209302|2017.0|28.0
2209351|2017.0|28.0
2209377|2017.0|36.0
2209401|2017.0|58.0
2209450|2017.0|22.0
2209500|2017.0|22.0
2209559|2017.0|54.0
2209609|2017.0|10.0
2209658|2017.0|22.0
2209708|2017.0|25.0
2209757|2017.0|18.0
2209807|2017.0|31.0
2209856|2017.0|71.0
2209872|2017.0|6.0
2209906|2017.0|18.0
2209955|2017.0|17.0
2209971|2017.0|9.0
2210003|2017.0|249.0
2210052|2017.0|2.0
2210102|2017.0|0.0
2210201|2017.0|75.0
2210300|2017.0|62.0
2210359|2017.0|20.0
2210375|2017.0|19.0
2210383|2017.0|18.0
2210391|2017.0|9.0
2210409|2017.0|90.0
2210508|2017.0|111.0
2210607|2017.0|253.0
2210623|2017.0|7.0
2210631|2017.0|44.0
2210656|2017.0|32.0
2210706|2017.0|118.0
2210805|2017.0|64.0
2210904|2017.0|37.0
2210938|2017.0|50.0
2210953|2017.0|10.0
2210979|2017.0|27.0
2211001|2017.0|4402.0
2211100|2017.0|131.0
2211209|2017.0|81.0
2211308|2017.0|278.0
2211357|2017.0|12.0
2211407|2017.0|29.0
2211506|2017.0|1.0
2211605|2017.0|37.0
2211704|2017.0|8.0
2300101|2017.0|55.0
2300150|2017.0|73.0
2300200|2017.0|361.0
2300309|2017.0|264.0
2300408|2017.0|55.0
2300507|2017.0|35.0
2300606|2017.0|16.0
2300705|2017.0|125.0
2300754|2017.0|358.0
2300804|2017.0|91.0
2300903|2017.0|90.0
2301000|2017.0|755.0
2301109|2017.0|803.0
2301208|2017.0|222.0
2301257|2017.0|72.0
2301307|2017.0|191.0
2301406|2017.0|45.0
2301505|2017.0|64.0
2301604|2017.0|189.0
2301703|2017.0|128.0
2301802|2017.0|20.0
2301851|2017.0|149.0
2301901|2017.0|454.0
2301950|2017.0|148.0
2302008|2017.0|226.0
2302057|2017.0|27.0
2302107|2017.0|429.0
2302206|2017.0|249.0
2302305|2017.0|230.0
2302404|2017.0|711.0
2302503|2017.0|444.0
2302602|2017.0|435.0
2302701|2017.0|292.0
2302800|2017.0|728.0
2302909|2017.0|90.0
2303006|2017.0|178.0
2303105|2017.0|204.0
2303204|2017.0|137.0
2303303|2017.0|78.0
2303402|2017.0|150.0
2303501|2017.0|586.0
2303600|2017.0|29.0
2303659|2017.0|57.0
2303709|2017.0|1735.0
2303808|2017.0|364.0
2303907|2017.0|59.0
2303931|2017.0|97.0
2303956|2017.0|151.0
2304004|2017.0|280.0
2304103|2017.0|903.0
2304202|2017.0|854.0
2304236|2017.0|103.0
2304251|2017.0|236.0
2304269|2017.0|78.0
2304277|2017.0|31.0
2304285|2017.0|452.0
2304301|2017.0|204.0
2304350|2017.0|24.0
2304400|2017.0|14012.0
2304459|2017.0|54.0
2304509|2017.0|93.0
2304608|2017.0|77.0
2304657|2017.0|49.0
2304707|2017.0|215.0
2304806|2017.0|12.0
2304905|2017.0|66.0
2304954|2017.0|161.0
2305001|2017.0|238.0
2305100|2017.0|34.0
2305209|2017.0|159.0
2305233|2017.0|413.0
2305266|2017.0|97.0
2305308|2017.0|73.0
2305332|2017.0|85.0
2305357|2017.0|78.0
2305407|2017.0|490.0
2305506|2017.0|1130.0
2305605|2017.0|176.0
2305654|2017.0|89.0
2305704|2017.0|67.0
2305803|2017.0|332.0
2305902|2017.0|168.0
2306009|2017.0|93.0
2306108|2017.0|208.0
2306207|2017.0|47.0
2306256|2017.0|309.0
2306306|2017.0|431.0
2306405|2017.0|658.0
2306504|2017.0|164.0
2306553|2017.0|223.0
2306603|2017.0|304.0
2306702|2017.0|60.0
2306801|2017.0|111.0
2306900|2017.0|425.0
2307007|2017.0|342.0
2307106|2017.0|187.0
2307205|2017.0|92.0
2307254|2017.0|80.0
2307304|2017.0|1539.0
2307403|2017.0|204.0
2307502|2017.0|250.0
2307601|2017.0|481.0
2307635|2017.0|157.0
2307650|2017.0|1657.0
2307700|2017.0|762.0
2307809|2017.0|220.0
2307908|2017.0|82.0
2308005|2017.0|201.0
2308104|2017.0|468.0
2308203|2017.0|49.0
2308302|2017.0|85.0
2308351|2017.0|42.0
2308377|2017.0|93.0
2308401|2017.0|128.0
2308500|2017.0|444.0
2308609|2017.0|214.0
2308708|2017.0|470.0
2308807|2017.0|44.0
2308906|2017.0|134.0
2309003|2017.0|35.0
2309102|2017.0|35.0
2309201|2017.0|120.0
2309300|2017.0|322.0
2309409|2017.0|249.0
2309458|2017.0|150.0
2309508|2017.0|188.0
2309607|2017.0|294.0
2309706|2017.0|266.0
2309805|2017.0|21.0
2309904|2017.0|86.0
2310001|2017.0|90.0
2310100|2017.0|49.0
2310209|2017.0|333.0
2310258|2017.0|72.0
2310308|2017.0|274.0
2310407|2017.0|99.0
2310506|2017.0|381.0
2310605|2017.0|62.0
2310704|2017.0|262.0
2310803|2017.0|198.0
2310852|2017.0|114.0
2310902|2017.0|80.0
2310951|2017.0|71.0
2311009|2017.0|103.0
2311108|2017.0|161.0
2311207|2017.0|67.0
2311231|2017.0|83.0
2311264|2017.0|180.0
2311306|2017.0|726.0
2311355|2017.0|138.0
2311405|2017.0|2140.0
2311504|2017.0|181.0
2311603|2017.0|290.0
2311702|2017.0|172.0
2311801|2017.0|727.0
2311900|2017.0|108.0
2311959|2017.0|94.0
2312007|2017.0|165.0
2312106|2017.0|66.0
2312205|2017.0|334.0
2312304|2017.0|398.0
2312403|2017.0|425.0
2312502|2017.0|60.0
2312601|2017.0|104.0
2312700|2017.0|175.0
2312809|2017.0|34.0
2312908|2017.0|1528.0
2313005|2017.0|151.0
2313104|2017.0|335.0
2313203|2017.0|322.0
2313252|2017.0|57.0
2313302|2017.0|1097.0
2313351|2017.0|72.0
2313401|2017.0|833.0
2313500|2017.0|173.0
2313559|2017.0|156.0
